property_id,latitude,longitude,geocoding_accuracy,county,county_fips_code,congressional_district_code,census_tract,municipality_fips,municipality_name,hud_property_name,property_street_address,city,state,zip_code,units,assisted_units,occupancy_date,property_category_name,property_manager_name,property_manager_company,property_manager_address,property_manager_phone,property_manager_email,contract_id,program_type,subsidy_units,subsidy_expiration_date,count_0br,count_1br,count_2br,count_3br,count_4br,count_5plusbr,servicing_site_name_loan,inspection_id,inspection_score,client_group_name,client_group_type,geom,geom_webmercator
800051788,40.53294662037071,-79.84412846266342,R,Allegheny,42003,17,42046824298,800462863,Plum,Destiny Realty Solutions,392 Lindsay Trail,East Lansing,PA,08486,126,166,1990-06-18,Insured-Unsubsidized,Barry Fernandez,"DivX, Inc.",190 Middlefield Parkway,(412) 316-1167,programming2091@example.com,PA84XWU1354,202/8 SR,148,2027-07-09,202,357,190,2,4,7,OHP,544919,74,Elderly,Family,POINT (4512106.978130606 -15439550.438243978),POINT (4512106.978130606 -15439550.438243978)
800922592,40.59486769875077,-79.80399590508475,R,Allegheny,42003,14,42014432573,800546903,Dravosburg,ONEOK,704 Alana Estate,Baltimore,PA,46007,336,134,1981-10-23,Insured-Unsubsidized,Elroy Valentine,Monk House Maker,316 Fisher Street,(412) 337-0728,cpu1875@yahoo.com,PA05BSZ5504,223(a)(7) Refi of 223f ALF,38,2043-04-06,1,363,184,13,84,10,Baltimore,513791,46,Elderly,Family,POINT (4519000.001045245 -15414263.14390172),POINT (4519000.001045245 -15414263.14390172)
800952151,40.34166629580149,-80.02898662531183,R,Allegheny,42003,13,42015459100,800235227,Harmar,Silicon Graphics,750 Rosemary Mews,Henderson,PA,14114,139,154,2020-04-29,Insured-Unsubsidized,Alphonso Quinn,"DivX, Inc.",15 Fair Pine,(412) 690-5402,polar1920@example.org,PA58SYN3430,202/8 SR,124,2041-06-16,68,164,57,3,0,10,Pittsburgh,543216,89,Indv. families - not eld/ handicap	,None,POINT (4490813.749800788 -15557320.070554072),POINT (4490813.749800788 -15557320.070554072)
800865245,40.45672780725398,-79.83287399258482,R,Allegheny,42003,18,42022972499,800565383,Edgeworth,American Greetings,991 Miller Ranch,West Mifflin,PA,85409,78,22,1986-02-10,Insured-Subsidized,Mozell Faulkner,Boston Acoustics,239 Desmond Turnpike,(412) 099-4448,patterns1829@gmail.com,PA49JWR8940,202/8 SR,88,2040-11-27,116,234,202,103,43,3,OHP,656734,45,Family & Elderly,None,POINT (4503622.338665584 -15432449.099194007),POINT (4503622.338665584 -15432449.099194007)
800362639,40.40418378545037,-80.26698120022063,R,Allegheny,42003,13,42050087941,800889219,McKees Rocks,Excella,1367 Garces Expressway,Vero Beach,PA,08748,212,105,2003-03-08,Insured-Unsubsidized,Merissa Dickson,Maxi-Tech,446 Cornwall Pass,(412) 179-7676,bangladesh1938@protonmail.com,PA89THQ7276,223(a)(7) Refi of 223f Nursing/ ICF,198,2031-04-07,87,275,218,41,69,10,Pittsburgh,653151,33,Assisted Living Care,Family,POINT (4497773.164914176 -15712165.73123708),POINT (4497773.164914176 -15712165.73123708)
800763828,40.322848747553095,-79.83504086584735,R,Allegheny,42003,15,42037107848,800847254,Ohara,The White Swan,757 Miles Path,Claremont,PA,17063,285,47,1984-04-19,Insured-Unsubsidized,Fletcher Brady,Dream Home Real Estate Service,643 Cohen Row,(412) 666-0162,circus2082@yandex.com,PA77MRA3023,202/8 SR,15,2034-05-22,201,189,139,68,58,6,OHP,660259,72,Family & Elderly,Elderly,POINT (4488718.989911799 -15433815.74682077),POINT (4488718.989911799 -15433815.74682077)
800056523,40.56475978574085,-79.94390971056941,R,Allegheny,42003,13,42069298292,800153183,Hampton,Avon Products,511 Clifford Crescent,Tampa,PA,38423,307,62,2013-08-31,Insured-Subsidized,Paulita Vance,The White Rabbit,1281 Alemany Gardens,(412) 557-8448,religions1824@example.org,PA24FSK6771,223(a)(7) Refi of 223f ALF,50,2037-12-15,199,47,218,17,48,9,OHP,692404,56,Family & Elderly,Family,POINT (4515648.403500132 -15502853.108257677),POINT (4515648.403500132 -15502853.108257677)
800605907,40.383179851583094,-79.83896940669746,R,Allegheny,42003,13,42039956793,800006574,Stowe,779 Kenneth Rexroth Pass,86 Mission Rock Park,Fitchburg,PA,31932,322,130,2014-09-22,Insured-Unsubsidized,Palmira Stevens,Mattel,127 Charles Gardens,(412) 096-9298,marc1956@example.com,PA04AUG1873,223(a)(7) Refi of 223f ALF,176,2031-03-17,84,114,80,54,76,6,Baltimore,571112,75,Indv. families - not eld/ handicap	,Family,POINT (4495435.017691416 -15436294.21396965),POINT (4495435.017691416 -15436294.21396965)
800585131,40.535065280894045,-80.16063377111524,R,Allegheny,42003,17,42050948703,800907498,Ingram,130 Ellington Stravenue,1218 Bernice Rodgers Drive,Bellaire,PA,34293,15,29,1982-09-04,Insured-Subsidized,Josiah Hester,Viacom,206 Dove Mall,(412) 497-6162,congo2093@example.org,PA08FEV8418,223(a)(7) Refi of 223f ALF,76,2026-02-23,209,191,193,9,13,6,Baltimore,523235,85,Family & Elderly,None,POINT (4512342.826341228 -15642515.107096601),POINT (4512342.826341228 -15642515.107096601)
800454493,40.5346056739121,-79.81541872193125,R,Allegheny,42003,18,42044267459,800702111,Pitcairn,915 Ignacio Boulevard,352 Peters Grove,New Hope,PA,88351,19,173,1968-02-26,Insured-Subsidized,Fredrick Mcgee,Fireball,100 Scotland Bend,(412) 760-7184,contracting1916@duck.com,PA33FJF7042,223(a)(7) Refi of 223f Nursing/ ICF,44,2027-11-02,10,374,202,103,12,9,OHP,607874,71,Elderly,Family,POINT (4512291.663126032 -15421450.5547531),POINT (4512291.663126032 -15421450.5547531)
800879475,40.37009856433723,-80.13429745526538,R,Allegheny,42003,14,42066896901,800109435,Ingram,455 Shawnee Pike,222 King Landing,Hudson,PA,19915,113,80,1971-03-20,Insured-Unsubsidized,Kristofer Fernandez,Citrix,285 East Crystal Cove Terrace,(412) 181-1293,legs1931@duck.com,PA75FJQ2890,223(a)(7) Refi of 223f Nursing/ ICF,43,2039-09-30,50,446,118,102,4,4,OHP,568426,70,Assisted Living Care,None,POINT (4493978.815456285 -15625381.704424674),POINT (4493978.815456285 -15625381.704424674)
800389147,40.354057055492035,-79.9152347738962,R,Allegheny,42003,16,42056460685,800028130,Elizabeth,United Technologies,432 Erkson Freeway,Mustang,PA,33988,238,45,1970-01-09,Insured-Subsidized,Bennie Joseph,Magna Architectural Design,917 Leo Shore,(412) 383-5767,hose1908@example.com,PA16LOV1701,202/8 SR,30,2029-08-28,9,155,41,115,96,4,OHP,571687,28,Indv. families - not eld/ handicap	,None,POINT (4492193.082860082 -15484597.88903697),POINT (4492193.082860082 -15484597.88903697)
800054305,40.331911650722446,-79.99119949642807,R,Allegheny,42003,17,42074717463,800172812,Springdale,1069 Edgehill Extension,925 Santos Motorway,Memphis,PA,69967,260,56,1997-04-16,Insured-Subsidized,Elmo Dalton,Ubu Productions,868 Boyd Bend,(412) 391-4421,minds1818@protonmail.com,PA83ZNA2718,202/8 NC,133,2040-03-30,218,370,235,152,28,7,OHP,689864,64,Family & Elderly,None,POINT (4489727.86767772 -15533071.871362347),POINT (4489727.86767772 -15533071.871362347)
800029684,40.408152785534114,-80.10125853285972,R,Allegheny,42003,14,42000515215,800714907,Bridgeville,1283 Nobles Arcade,630 Hickory Run,Roanoke,PA,76365,294,197,1968-07-05,Insured-Unsubsidized,Ara Knox,AT&T,945 Springfield Row,(412) 126-0991,mix1959@protonmail.com,PA76ZMA2407,223(a)(7) Refi of 223f ALF,29,2043-06-24,176,272,96,138,84,7,OHP,662061,45,Family & Elderly,Family,POINT (4498214.991982456 -15603951.766366638),POINT (4498214.991982456 -15603951.766366638)
800870078,40.50188125234676,-80.27645584448045,R,Allegheny,42003,16,42048624598,800214293,Marshall,Afforda Merchant Services,286 Fell Access Crossing,Naperville,PA,79818,45,167,1968-05-12,Insured-Subsidized,Aleisha Juarez,GHD Inc.,197 Las Villas Landing,(412) 697-7433,jones1852@yandex.com,PA39HYE2480,223(a)(7) Refi of 223f ALF,123,2033-01-18,87,260,31,129,18,8,Pittsburgh,560873,77,Family & Elderly,Family,POINT (4508648.797180874 -15718407.524375679),POINT (4508648.797180874 -15718407.524375679)
800007245,40.34101139118071,-79.79621480001778,R,Allegheny,42003,15,42046816313,800050712,Elizabeth,955 Dearborn Row,457 Converse Ferry,Belvidere,PA,02169,192,49,1980-10-20,Insured-Unsubsidized,Jed Carson,Koch Industries,452 Dwight Row,(412) 520-1388,bonds1994@protonmail.com,PA79CIQ6654,202/8 NC,92,2026-06-05,221,449,249,127,54,7,Baltimore,666618,32,Family & Elderly,Elderly,POINT (4490740.846151885 -15409371.714261567),POINT (4490740.846151885 -15409371.714261567)
800159115,40.62043466186726,-79.75699409595231,R,Allegheny,42003,15,42048726542,800563600,North Versailles,27 Ashbury Circle,198 Birch Circle,Paragould,PA,41361,216,177,2012-03-02,Insured-Subsidized,Jutta Finch,CKE Restaurants,848 Claremont Route,(412) 129-8452,gerald1951@example.org,PA76KKK9736,223(a)(7) Refi of 223f Nursing/ ICF,38,2027-12-12,157,289,88,175,25,6,Baltimore,608197,42,Assisted Living Care,None,POINT (4521846.102360503 -15384772.482017944),POINT (4521846.102360503 -15384772.482017944)
800513014,40.67169326307843,-80.046933242871,R,Allegheny,42003,17,42083082714,800263277,Robinson,Brookdale Senior Living,697 Sabin Lane,Edmonds,PA,67684,130,180,2002-07-05,Insured-Subsidized,Titus Mcfadden,Aetna,933 Waterville Bypass,(412) 780-6558,activated2032@yahoo.com,PA68MBK9976,202/8 SR,81,2036-01-23,100,113,197,89,4,2,OHP,552135,66,Elderly,Elderly,POINT (4527552.183746106 -15568868.387119034),POINT (4527552.183746106 -15568868.387119034)
800479032,40.45649689927706,-80.27719546772327,R,Allegheny,42003,18,42009556560,800127469,South Versailles,580 Winter Bypass,639 Prague Ranch,Anchorage,PA,53094,339,81,1990-05-27,Insured-Subsidized,Ayanna Frederick,Prahject Planner,1045 Tompkins Point,(412) 151-8052,brick2050@yandex.com,PA85ENG2749,202/8 SR,2,2025-06-05,65,33,27,9,89,5,Baltimore,598835,39,Family & Elderly,Elderly,POINT (4503596.634107173 -15718895.033597875),POINT (4503596.634107173 -15718895.033597875)
800029932,40.56788604286161,-80.18503614719182,R,Allegheny,42003,14,42052048149,800762655,Robinson,J. C. Penny,1150 Taraval Row,Green Bay,PA,78720,96,197,2007-03-01,Insured-Unsubsidized,Virgil Whitley,Baxter International,534 Vesta Pass,(412) 085-2928,albany2014@example.com,PA30AHG0790,202/8 SR,177,2032-09-13,100,440,7,107,17,2,Baltimore,580121,80,Elderly,None,POINT (4515996.416850904 -15658430.939603768),POINT (4515996.416850904 -15658430.939603768)
800996561,40.55539285140317,-79.97586681536318,R,Allegheny,42003,12,42056560363,800078810,Ben Avon Heights,Aspyr Media,91 Webster Road,Port St. Lucie,PA,41457,35,20,1980-04-02,Insured-Unsubsidized,Jeanice Mcclure,Terra,1125 Northern Expressway,(412) 866-3840,latvia1862@duck.com,PA31BOI6466,223(a)(7) Refi of 223f Nursing/ ICF,68,2027-11-16,211,159,172,121,23,1,OHP,527458,80,Family & Elderly,None,POINT (4514605.681139369 -15523258.643302122),POINT (4514605.681139369 -15523258.643302122)
800582468,40.67466451580218,-79.94023327684587,R,Allegheny,42003,12,42095358536,800362522,Brackenridge,921 Rainey Extension,296 Mono Field,Dolton,PA,77710,138,112,1975-09-03,Insured-Subsidized,Francis Meyers,Quality Merchant Services,163 Hare Row,(412) 037-2869,bags1826@example.org,PA19JHM0756,202/8 SR,151,2032-06-10,1,115,236,15,39,10,Pittsburgh,531573,89,Indv. families - not eld/ handicap	,Family,POINT (4527882.942086332 -15500509.716734828),POINT (4527882.942086332 -15500509.716734828)
800249092,40.56413506243455,-80.08701632721898,R,Allegheny,42003,14,42013064171,800334056,Rosslyn Farms,1280 Gilbert Avenue,972 Sharon Hills,Madison,PA,74278,145,144,2011-04-28,Insured-Subsidized,Arica Thomas,Bellwether Technology Corporation,798 Malta Lane,(412) 494-7497,climb1853@outlook.com,PA72BTE1270,202/8 NC,89,2032-12-19,203,217,184,94,18,3,Pittsburgh,645807,64,Indv. families - not eld/ handicap	,Family,POINT (4515578.859619789 -15594735.720899746),POINT (4515578.859619789 -15594735.720899746)
800898056,40.25016357178028,-79.85592903448125,R,Allegheny,42003,13,42046476520,800885643,Wilmerding,999 Montcalm Road,442 Pasadena Lodge,Mercer Island,PA,19558,345,83,1977-01-04,Insured-Subsidized,Octavio Suarez,Plan Future,1349 Merrimac Bend,(412) 863-1164,patio2081@example.org,PA35WNZ0517,202/8 NC,11,2043-09-16,177,164,225,48,19,0,Pittsburgh,599436,91,Indv. families - not eld/ handicap	,Family,POINT (4480627.71315655 -15447004.72400944),POINT (4480627.71315655 -15447004.72400944)
800844561,40.4282832470396,-80.00465540472591,R,Allegheny,42003,14,42050646285,800814731,Reserve,Shure Incorporated,607 Dorcas Park,Phoenix,PA,09396,337,181,1991-08-21,Insured-Subsidized,Shirley Brady,Locost Accessories,1052 Islais Mall,(412) 777-0852,payments1854@example.com,PA75WHE2366,202/8 NC,93,2027-05-03,121,297,231,146,87,8,Pittsburgh,637588,99,Indv. families - not eld/ handicap	,None,POINT (4500455.904706681 -15541696.19370906),POINT (4500455.904706681 -15541696.19370906)
800016340,40.42675931451753,-80.22440811424266,R,Allegheny,42003,17,42060190242,800715181,Versailles,1339 Kelloch Square,1178 Newcomb Field,Terre Haute,PA,81276,107,198,2020-06-18,Insured-Unsubsidized,Jennine Reynolds,Safeco Corporation,828 Marvel Spur,(412) 301-4657,hook1852@example.com,PA75PSN8231,223(a)(7) Refi of 223f ALF,164,2031-02-10,44,470,50,93,6,7,OHP,521508,45,Indv. families - not eld/ handicap	,Elderly,POINT (4500286.261314321 -15684193.106131237),POINT (4500286.261314321 -15684193.106131237)
800453720,40.43283924468776,-80.1804650327722,R,Allegheny,42003,15,42092863233,800828378,Green Tree,794 Banks Grove,782 Telegraph Hill Ranch,Cicero,PA,77908,232,70,1993-02-20,Insured-Subsidized,Lonnie Andrews,Dereon,533 Montcalm Park,(412) 785-3498,marilyn1952@example.org,PA63FZN3307,223(a)(7) Refi of 223f ALF,120,2020-09-20,40,174,83,20,66,6,Baltimore,534535,31,Assisted Living Care,Elderly,POINT (4500963.07604493 -15655446.565628259),POINT (4500963.07604493 -15655446.565628259)
800187562,40.652294808039336,-80.04523484800956,R,Allegheny,42003,17,42093669901,800885229,Port Vue,Human Kinetics,1387 Chula Crossing,Brigham City,PA,42462,114,56,2007-06-14,Insured-Subsidized,Woodrow Bond,Devon Energy,901 Stillman Path,(412) 488-1005,antique1975@example.org,PA57AQB1356,223(a)(7) Refi of 223f Nursing/ ICF,194,2043-06-08,206,102,132,111,35,9,OHP,671520,31,Indv. families - not eld/ handicap	,None,POINT (4525392.757608978 -15567774.618740655),POINT (4525392.757608978 -15567774.618740655)
800194214,40.48822433511765,-80.13537754088956,R,Allegheny,42003,13,42026907293,800504036,Crescent,McConn & Company,157 Powhattan Pike,Norwood,PA,59766,282,50,1984-08-03,Insured-Subsidized,Terina Juarez,Honeywell,591 Baldwin Creek,(412) 166-6153,tokyo1912@duck.com,PA01KKQ7660,202/8 SR,71,2036-06-06,244,236,39,38,32,9,Baltimore,535044,56,Family & Elderly,None,POINT (4507128.516109124 -15626083.475954669),POINT (4507128.516109124 -15626083.475954669)
800741161,40.440851019316945,-80.14891012746004,R,Allegheny,42003,15,42069698947,800680448,West View,1242 Pollock Run,1177 Homestead Glen,Huntington Beach,PA,40546,16,83,1987-08-07,Insured-Subsidized,Earle Graves,AK Steel Holding,488 Athens Walk,(412) 856-8120,weekend2042@protonmail.com,PA69EGD7183,223(a)(7) Refi of 223f ALF,149,2021-05-29,245,177,99,145,61,7,OHP,628187,55,Assisted Living Care,Elderly,POINT (4501854.942717001 -15634882.551044742),POINT (4501854.942717001 -15634882.551044742)
800205821,40.50473904726304,-80.04091249516264,R,Allegheny,42003,14,42019616934,800802338,Bellevue,Webcom Business Services,73 Octavia Estate,Johns Creek,PA,35584,295,34,2010-08-20,Insured-Unsubsidized,Myrta Perez,Ejecta,367 Kearny Path,(412) 050-3237,consent2022@example.com,PA43SIK3998,223(a)(7) Refi of 223f Nursing/ ICF,85,2020-05-14,147,6,199,67,45,0,Baltimore,579614,83,Indv. families - not eld/ handicap	,Family,POINT (4508966.925455746 -15564991.851265205),POINT (4508966.925455746 -15564991.851265205)
800257918,40.470164133209146,-80.26953811774851,R,Allegheny,42003,13,42025792049,800437711,White Oak,Vitamax Health Food Center,1307 Holladay Manor,State College,PA,14361,284,49,1968-01-06,Insured-Subsidized,Michal Cote,Modern Architecture Design,941 Corbin Lodge,(412) 276-1077,reference1950@protonmail.com,PA48JZF3765,202/8 SR,34,2020-07-14,203,265,114,21,72,5,OHP,691958,77,Elderly,Family,POINT (4505118.063629045 -15713849.607789809),POINT (4505118.063629045 -15713849.607789809)
800460382,40.346863956322125,-80.12723998017114,R,Allegheny,42003,15,42095571628,800824939,Turtle Creek,ION Media Networks,1154 Upper Service Pass,Corcoran,PA,17357,263,86,2019-11-23,Insured-Subsidized,Apryl Castro,Custom Lawn Care,660 Capitol Run,(412) 243-6166,bizarre1865@yandex.com,PA36WCW8114,202/8 SR,49,2027-04-29,213,107,162,129,40,0,OHP,669042,31,Elderly,Family,POINT (4491392.350723262 -15620798.073691668),POINT (4491392.350723262 -15620798.073691668)
800749290,40.51166246145721,-80.15923143860695,R,Allegheny,42003,13,42034715916,800054344,Sewickley Hills,519 Homewood Lake,526 Milton Gardens,North Miami Beach,PA,28541,212,175,2010-02-23,Insured-Subsidized,Jeff Ortiz,AOL,611 Keystone Crescent,(412) 711-0623,reasonable1970@yandex.com,PA25KFU9288,202/8 NC,73,2043-07-18,12,466,54,170,31,10,Baltimore,588044,33,Indv. families - not eld/ handicap	,Family,POINT (4509737.636398393 -15641601.659142349),POINT (4509737.636398393 -15641601.659142349)
