property_id,fha_loan_id,longitude,latitude,geocoding_accuracy,county,county_fips_code,congressional_district_code,census_tract,municipality_fips,municipality_name,hud_property_name,property_street_address,city,state,zip_code,units,assisted_units,property_category_name,property_manager_name,property_manager_phone,associated_fha_loan_id,initial_endorsement_date,original_mortgage_amount,maturity_date,program_category,program_category_2,loan_units,client_group_name,client_group_type,section_of_act_code,servicing_site_name_loan,geom,geom_webmercator
800686897,451312,-80.19198897509068,40.34827530323926,R,Allegheny,42003,17,42060801263,800430510,Baldwin,Galaxy Man,939 E Bayou,Wilmington,PA,06860,55,78,Insured-Unsubsidized,Cristie Peters,(412) 180-8609,928609,1993-02-06,19452524,2056-11-06,202/8 SR,None,110,Assisted Living Care,None,OMQ,Pittsburgh,POINT (4491549.461143411 -15662972.918536276),POINT (4491549.461143411 -15662972.918536276)
800348783,793614,-80.12508160625734,40.481071591966035,R,Allegheny,42003,18,42031461819,800187198,Kennedy,1005 Cloud Hills,819 Sherwood Spur,Harker Heights,PA,31434,159,580,Insured-Subsidized,Delmer Williamson,(412) 045-1608,123150,1996-10-31,112376444,2057-05-02,223(a)(7) Refi of 223f Nursing/ ICF,None,349,Elderly,Elderly,IXI,OHP,POINT (4506332.276383712 -15619396.918561647),POINT (4506332.276383712 -15619396.918561647)
800391710,824527,-79.88185422503108,40.43174136617826,R,Allegheny,42003,17,42094932074,800189006,Pennsbury Village,794 Charles J Brenham Spur,138 Swiss Annex,Ashwaubenon,PA,95578,224,595,Insured-Subsidized,Eustolia Torres,(412) 684-1890,442649,1993-04-30,1040814,2041-04-05,202/8 NC,None,34,Assisted Living Care,None,NZF,OHP,POINT (4500840.860768299 -15463411.548343005),POINT (4500840.860768299 -15463411.548343005)
800528240,714285,-79.96671362790369,40.45974783756004,R,Allegheny,42003,17,42000599161,800521398,Ingram,O'Reilly,807 Yosemite Lake,Kinston,PA,59614,131,126,Insured-Unsubsidized,Tuan Davis,(412) 552-8802,872556,1999-01-22,33853166,2053-01-24,202/8 NC,None,246,Elderly,None,LYX,OHP,POINT (4503958.526901435 -15517407.496303592),POINT (4503958.526901435 -15517407.496303592)
800168712,254328,-80.24784465811362,40.515798916209825,R,Allegheny,42003,17,42020046750,800309363,South Park,1059 Ver Mehr Place,1184 De Long Plaza,Hamilton,PA,08871,254,581,Insured-Subsidized,Tyler Bailey,(412) 820-7324,050537,1999-10-02,17188987,2033-12-10,223(a)(7) Refi of 223f ALF,None,237,Family & Elderly,Family,DPC,Pittsburgh,POINT (4510198.104435143 -15699577.114415858),POINT (4510198.104435143 -15699577.114415858)
800569208,856052,-80.03956655176438,40.36499232740992,R,Allegheny,42003,13,42046344922,800164245,McCandless,Aspyr Media,284 Quincy Manor,Schererville,PA,01541,431,573,Insured-Subsidized,Earl Goff,(412) 726-2829,866410,1987-04-20,136842915,2029-03-06,223(a)(7) Refi of 223f Nursing/ ICF,None,74,Assisted Living Care,Family,LWT,Pittsburgh,POINT (4493410.391761667 -15564125.565577641),POINT (4493410.391761667 -15564125.565577641)
800287244,537322,-80.02505007832637,40.37531123031636,R,Allegheny,42003,17,42076028616,800934807,Tarentum,678 Pacheco Stravenue,1357 Moulton Drive,Aliso Viejo,PA,35725,361,156,Insured-Subsidized,Jonas Macias,(412) 967-6870,344420,1985-09-09,144231483,2036-02-19,202/8 SR,None,23,Assisted Living Care,Family,FBA,Baltimore,POINT (4494559.086778757 -15554789.727042595),POINT (4494559.086778757 -15554789.727042595)
800072999,536241,-79.90099967728814,40.33122385269822,R,Allegheny,42003,14,42004985585,800295076,Ohara,978 John Arcade,433 Taraval Center,Brownsburg,PA,92525,2,264,Insured-Subsidized,Lanelle Mccray,(412) 373-2646,343510,1985-08-23,2811802,2038-09-03,202/8 NC,None,123,Assisted Living Care,None,ISC,Pittsburgh,POINT (4489651.302351895 -15475554.523978746),POINT (4489651.302351895 -15475554.523978746)
800196211,281666,-79.84809539049762,40.308189146181036,R,Allegheny,42003,12,42047073303,800230357,Sewickley Heights,879 Mayfair Pass,870 Shore View Manor,Port Hueneme,PA,21297,314,368,Insured-Subsidized,Giuseppe Waters,(412) 113-1852,236956,1980-06-03,44117829,2029-01-26,223(a)(7) Refi of 223f Nursing/ ICF,None,176,Family & Elderly,None,BLQ,Baltimore,POINT (4487087.090551829 -15442055.34428203),POINT (4487087.090551829 -15442055.34428203)
800744656,175351,-79.85646497552729,40.532794841153404,R,Allegheny,42003,12,42049940576,800467642,Kennedy,767 Oloran Loop,821 Fairbanks Crescent,West Palm Beach,PA,31834,31,4,Insured-Unsubsidized,Rufus Figueroa,(412) 111-3323,976413,2004-03-08,2731224,2044-05-10,202/8 SR,None,58,Indv. families - not eld/ handicap	,None,INW,Pittsburgh,POINT (4512090.082145423 -15447343.475485807),POINT (4512090.082145423 -15447343.475485807)
800779298,962564,-80.13988021547105,40.456587597220775,R,Allegheny,42003,16,42056395730,800189771,Ben Avon Heights,W. R. Grace and Company,822 Saddleback Expressway,New Orleans,PA,30077,364,311,Insured-Subsidized,Angla Barry,(412) 531-2690,185481,1997-10-07,74795332,2056-06-20,202/8 SR,None,223,Elderly,None,DCE,Baltimore,POINT (4503606.730556084 -15629009.849845236),POINT (4503606.730556084 -15629009.849845236)
800179667,925395,-79.72109442610997,40.521485707719414,R,Allegheny,42003,13,42047808111,800716811,East McKeesport,424 Ophir Grove,489 Kennedy Landing,Fountain Valley,PA,73806,249,54,Insured-Subsidized,Ronnie Sanchez,(412) 687-0017,596222,1984-10-09,67463674,2045-08-19,223(a)(7) Refi of 223f ALF,None,238,Indv. families - not eld/ handicap	,None,TUG,Baltimore,POINT (4510831.155170238 -15362337.750159282),POINT (4510831.155170238 -15362337.750159282)
800503094,693480,-80.11674516865162,40.52252668398126,R,Allegheny,42003,16,42050622782,800238062,Pitcairn,592 Cowell Street,1348 Transbay Hump Row,Staunton,PA,25147,112,488,Insured-Unsubsidized,Jama Lott,(412) 998-7638,657982,2010-09-26,130317930,2031-07-07,202/8 NC,None,45,Family & Elderly,Family,CNG,Pittsburgh,POINT (4510947.036117635 -15613987.9854211),POINT (4510947.036117635 -15613987.9854211)
800904107,775692,-79.8578929599828,40.238897317064826,R,Allegheny,42003,16,42046486956,800757556,Blawnox,Mauna Loa Macadamia Nut Corp.,770 Wattson Expressway,Quincy,PA,88173,42,177,Insured-Unsubsidized,Isa Joyce,(412) 097-0231,668397,2021-12-21,39893837,2032-04-21,202/8 SR,None,298,Indv. families - not eld/ handicap	,None,QIG,OHP,POINT (4479373.559418478 -15448246.146009563),POINT (4479373.559418478 -15448246.146009563)
800271459,537797,-80.12492074760813,40.53914992623723,R,Allegheny,42003,15,42069072490,800092464,Sewickley Heights,Microcat,1018 Spring Valley Walk,Buena Park,PA,86777,340,578,Insured-Subsidized,Aleen Goff,(412) 669-1732,078318,2018-03-21,124435870,2056-04-12,223(a)(7) Refi of 223f Nursing/ ICF,None,195,Assisted Living Care,Family,DPN,OHP,POINT (4512797.526980902 -15619292.505830115),POINT (4512797.526980902 -15619292.505830115)
800800673,569353,-79.85082232210927,40.2561759127366,R,Allegheny,42003,15,42041622145,800826884,Baldwin,Nabisco,730 Jackson Estate,Clinton,PA,02746,201,40,Insured-Unsubsidized,Oswaldo Witt,(412) 238-9802,045909,1995-02-24,27412026,2030-07-24,202/8 NC,None,137,Indv. families - not eld/ handicap	,None,WDO,OHP,POINT (4481297.003890283 -15443777.819799274),POINT (4481297.003890283 -15443777.819799274)
800578716,042027,-80.16458825085034,40.48121529460325,R,Allegheny,42003,13,42047273389,800783738,Elizabeth,1108 Sagamore Path,337 Peru Bypass,Cottage Grove,PA,88699,17,243,Insured-Subsidized,Russ Wilkerson,(412) 307-4207,017681,2000-02-14,53530289,2063-06-18,223(a)(7) Refi of 223f Nursing/ ICF,None,55,Indv. families - not eld/ handicap	,Family,ZSN,OHP,POINT (4506348.273288112 -15645091.66097919),POINT (4506348.273288112 -15645091.66097919)
800162768,019281,-79.8768149466766,40.5306219846149,R,Allegheny,42003,17,42067453890,800399522,Wall,Ford Motor Company,963 Bayview Expressway,Hays,PA,67047,63,215,Insured-Subsidized,Dede Levine,(412) 429-2581,206498,2005-02-17,5881674,2062-12-20,223(a)(7) Refi of 223f ALF,None,272,Indv. families - not eld/ handicap	,None,CVJ,Baltimore,POINT (4511848.2008619895 -15460219.17325602),POINT (4511848.2008619895 -15460219.17325602)
800213409,135824,-79.91146450788273,40.63231741180454,R,Allegheny,42003,16,42086185583,800894118,Ingram,Netcom Business Services,358 Starr King Route,Denison,PA,08571,265,423,Insured-Subsidized,Hubert Huff,(412) 260-0557,339839,1992-12-05,149945405,2053-03-21,202/8 NC,None,322,Indv. families - not eld/ handicap	,None,NWD,OHP,POINT (4523168.884032745 -15482201.460581277),POINT (4523168.884032745 -15482201.460581277)
800591904,235580,-80.01997031266212,40.36953514802442,R,Allegheny,42003,13,42080033799,800589428,Tarentum,Advansed Teksyztems,489 San Fernando Garden,Perris,PA,67027,29,342,Insured-Unsubsidized,Felicidad Cook,(412) 835-7899,427520,2016-03-29,78680168,2025-05-09,202/8 NC,None,5,Elderly,Elderly,QJU,Pittsburgh,POINT (4493916.096239238 -15551526.002927242),POINT (4493916.096239238 -15551526.002927242)
800740378,224406,-79.92761562379722,40.210750729878306,R,Allegheny,42003,18,42077122494,800935770,Rankin,1301 Flora Field,1107 Tampa Crossing,Chesapeake,PA,27913,331,153,Insured-Unsubsidized,Arthur Salazar,(412) 260-8024,685631,2020-05-06,107982757,2050-08-15,223(a)(7) Refi of 223f Nursing/ ICF,None,321,Elderly,Family,YHF,OHP,POINT (4476240.295665307 -15492473.553913083),POINT (4476240.295665307 -15492473.553913083)
800472854,810881,-79.89920743105507,40.471773384053684,R,Allegheny,42003,15,42063996266,800007459,Monroeville,Corsair Memory,1375 Glenhaven Manor,Desert Hot Springs,PA,35179,445,173,Insured-Unsubsidized,Ira Cherry,(412) 296-5029,471117,1980-05-10,130303311,2047-10-11,202/8 NC,None,267,Indv. families - not eld/ handicap	,Elderly,XWX,Baltimore,POINT (4505297.204613619 -15474416.828320228),POINT (4505297.204613619 -15474416.828320228)
800777021,177912,-79.78141325606019,40.35968668375748,R,Allegheny,42003,14,42018686078,800048634,Carnegie,Spanx,362 Olney Terrace,Urbandale,PA,97466,97,49,Insured-Unsubsidized,Jaquelyn Macias,(412) 569-7420,276599,2023-06-16,20998858,2055-10-02,202/8 SR,None,123,Assisted Living Care,Elderly,WMN,Pittsburgh,POINT (4492819.770211946 -15400077.21070786),POINT (4492819.770211946 -15400077.21070786)
800293523,408098,-79.81754117907593,40.41235000269351,R,Allegheny,42003,16,42062236631,800298646,Pitcairn,Journal Communications,1194 Wanda Lane,Watsonville,PA,62270,110,197,Insured-Subsidized,Kam Hansen,(412) 719-7728,248129,1991-11-11,33684719,2060-05-29,223(a)(7) Refi of 223f ALF,None,237,Assisted Living Care,Elderly,PYP,Pittsburgh,POINT (4498682.224059389 -15422786.915868603),POINT (4498682.224059389 -15422786.915868603)
