property_id,hud_property_name,assisted_units,count_0br,count_1br,count_2br,count_3br,count_4br,count_5plusbr,contract_id,program_type,subsidy_start_date,subsidy_expiration_date,contract_duration_months
800621006,Myspace,418,178,428,110,152,91,5,PA37MAT6443,202/8 SR,2020-02-07,2037-08-07,243
800021560,698 Avenue H Green,555,4,253,122,147,71,7,PA28WMH1657,223(a)(7) Refi of 223f Nursing/ ICF,2000-03-16,2037-10-11,72
800114513,658 Olympic Country Club Park,179,219,134,4,156,57,3,PA55YPE8896,202/8 NC,1988-05-27,2027-06-22,514
800167639,Westat,135,9,21,203,163,46,4,PA74VJX8612,202/8 NC,1996-07-21,2031-06-17,86
800982811,Netcore,486,108,55,189,8,70,0,PA00THB0378,202/8 NC,1996-08-14,2024-12-21,379
800327122,388 Lomita Pass,340,172,136,83,194,72,2,PA41UDB2620,223(a)(7) Refi of 223f ALF,1994-06-06,2033-09-05,387
800537321,Xray Eye & Vision Clinics,600,106,337,165,155,43,5,PA52KZE1498,202/8 SR,1983-12-07,2024-06-20,262
800773658,76 Red Leaf Row,342,155,378,135,184,93,3,PA71ECD5103,202/8 NC,1992-06-23,2022-09-22,549
800566661,1068 Drummond Station,152,168,382,45,140,74,10,PA34VFB0677,223(a)(7) Refi of 223f Nursing/ ICF,2013-10-21,2020-09-18,264
800863662,Star Merchant Services,218,181,392,141,75,100,2,PA73YNY9924,223(a)(7) Refi of 223f Nursing/ ICF,2013-04-15,2040-07-18,379
800918020,Honest Air Group,223,41,59,151,81,61,6,PA57REW8815,202/8 NC,1997-06-12,2043-01-23,292
800879632,International Paper,597,4,257,63,193,46,4,PA94RVN2004,223(a)(7) Refi of 223f ALF,2005-02-23,2025-10-01,105
800172664,Albemarle Corporation,71,202,419,62,157,50,7,PA10YEQ0903,223(a)(7) Refi of 223f Nursing/ ICF,2012-04-23,2039-05-07,86
800118043,PG&E,477,72,422,127,89,0,4,PA68KBF3964,202/8 NC,2013-06-27,2022-01-20,568
800239009,1231 Parker Cove,335,62,262,121,135,91,8,PA74GLG0409,202/8 SR,2021-04-23,2022-03-24,490
800621396,Ernod,570,192,77,158,38,76,8,PA32AQN3028,223(a)(7) Refi of 223f Nursing/ ICF,1997-05-03,2039-02-12,472
800091417,Miro Technologies,66,18,14,241,60,66,0,PA39SXQ0986,202/8 NC,2007-07-22,2040-08-22,507
800211817,Tropicana Products,57,76,112,88,55,47,3,PA00EOH6521,223(a)(7) Refi of 223f ALF,2012-05-20,2043-06-17,69
800964829,Citrix,355,64,53,207,51,95,4,PA66UUK9252,223(a)(7) Refi of 223f ALF,2020-02-22,2020-09-29,262
800614583,Calpine,476,58,300,18,78,9,0,PA55UQZ8930,202/8 SR,1984-01-08,2026-07-07,306
800831760,1384 Plum Point,349,98,15,186,175,97,7,PA43YJO2936,202/8 SR,2021-03-02,2022-03-29,194
800578661,Trinity Industries Inc.,120,127,148,102,101,56,8,PA23BUE0693,202/8 NC,2023-09-09,2026-11-08,189
800719147,Numark,465,8,268,46,64,67,6,PA74KVB1513,202/8 NC,2016-02-24,2038-06-11,238
800709036,Zapata,574,171,341,237,104,5,0,PA06LGD2454,202/8 SR,2023-02-02,2036-08-10,73
800180214,1129 Knockash Motorway,298,204,123,210,43,100,5,PA30UOC2501,202/8 SR,2000-02-05,2027-10-08,26
800131147,1134 La Ferrera Green,225,170,288,51,110,24,8,PA86UXH0726,202/8 SR,2020-06-21,2028-11-12,597
800687863,Imation,264,4,52,225,8,19,3,PA50QXS7558,202/8 NC,2021-02-07,2039-01-30,54
800491972,615 Gibson Grove,13,173,88,229,18,7,0,PA09SZV2709,202/8 NC,2021-12-19,2043-02-26,383
800242686,371 Samoset Hills,477,97,187,3,114,65,4,PA98ZQQ0979,202/8 SR,2018-04-24,2036-06-24,350
800385519,429 Annapolis Expressway,259,73,418,7,31,97,5,PA24NGH0732,223(a)(7) Refi of 223f ALF,1994-11-19,2026-07-31,644
800589579,Infinite Wealth,305,37,463,34,173,7,4,PA54QVE4626,202/8 NC,1997-09-07,2042-05-24,536
800335412,American Axle,529,26,431,67,47,90,2,PA97CCL2321,223(a)(7) Refi of 223f Nursing/ ICF,2022-04-20,2036-01-02,228
800110232,476 Fell Access Road,473,78,182,81,30,9,2,PA37ABR9436,202/8 NC,2020-09-09,2040-12-28,358
800213499,516 Grijalva Hills,340,153,413,16,56,49,8,PA29TBA3659,223(a)(7) Refi of 223f ALF,2000-06-12,2041-01-09,141
800252289,807 Ellsworth Junction,564,199,477,69,132,91,10,PA09LHC7839,202/8 NC,2011-04-09,2031-06-09,246
800812164,457 Fort Funston Court,181,39,297,163,151,70,7,PA64MEW4243,202/8 SR,2005-06-26,2041-12-24,51
800425445,Stratagee,27,87,396,205,200,44,6,PA88PWA7632,223(a)(7) Refi of 223f ALF,1988-10-22,2042-11-12,398
800633811,The Vanguard Group,15,50,65,174,128,26,7,PA87CXE4909,223(a)(7) Refi of 223f ALF,2010-12-20,2031-09-25,35
800362852,Specific Appraisals,254,40,315,201,114,20,7,PA30YIZ1249,223(a)(7) Refi of 223f Nursing/ ICF,2021-06-17,2029-12-15,284
800813582,Safeco Corporation,532,192,105,115,153,7,6,PA83HOA9100,202/8 SR,1985-02-15,2040-09-24,648
800033537,601 Hagiwara Tea Garden Crossing,525,4,226,114,57,87,9,PA92DOT1243,223(a)(7) Refi of 223f Nursing/ ICF,1980-07-07,2022-07-09,382
800352640,Babcock and Wilcox,338,21,431,246,194,60,4,PA15HEE0844,202/8 NC,2012-03-27,2030-02-23,575
800042215,IGT,238,91,357,138,103,18,1,PA78NKB8144,202/8 NC,2023-03-23,2026-10-11,65
800716283,Advanced Micro Devices,354,101,128,184,26,13,6,PA70WSQ0769,223(a)(7) Refi of 223f ALF,2003-09-27,2029-08-16,65
800260239,950 Steuben Bayou,329,235,459,231,114,65,9,PA08TGS1206,202/8 SR,2020-07-28,2029-07-27,552
800342599,652 Mallorca Motorway,177,203,411,247,101,55,7,PA62INQ3774,202/8 SR,1994-06-08,2029-05-24,474
800209079,1054 Yukon Station,529,44,101,117,57,78,5,PA52AMU3290,223(a)(7) Refi of 223f Nursing/ ICF,2006-03-28,2042-06-10,34
800344718,158 Revello Bypass,248,36,100,131,172,95,4,PA56ALU8348,202/8 NC,1998-12-06,2029-08-17,259
800753164,American Eagle Outfitters,573,71,422,247,86,41,2,PA84PYM1318,202/8 SR,2000-02-02,2032-05-21,587
800595798,1300 Child Field,491,195,492,208,24,47,5,PA08WFU1487,202/8 NC,2023-12-07,2041-02-08,37
800371278,1158 Santa Clara Park,195,141,492,62,161,6,4,PA37TWB2546,202/8 SR,2015-02-16,2039-05-25,180
800101876,862 Vinton Hill,52,174,38,56,194,27,4,PA56ADQ2643,223(a)(7) Refi of 223f Nursing/ ICF,2021-01-02,2031-08-09,562
800714695,1224 Rutland Bayou,523,21,419,41,187,32,5,PA23WKQ7570,223(a)(7) Refi of 223f Nursing/ ICF,2014-07-29,2032-02-15,296
800808146,Union Pacific Railroad,177,216,464,14,146,45,5,PA65UPL9969,202/8 NC,1994-12-30,2024-01-16,8
800316093,Solution Realty,527,29,378,128,189,82,6,PA20DNG0051,202/8 SR,2013-08-01,2042-02-06,147
800506846,Fit Tonic,411,173,392,66,126,31,2,PA62OEW4939,223(a)(7) Refi of 223f Nursing/ ICF,1996-12-15,2028-12-01,78
800446199,1095 Bosworth Garden,310,200,415,52,178,43,5,PA55DWI9245,202/8 NC,1995-04-02,2022-12-11,287
800296684,848 Rosie Lee Trail,264,164,235,7,109,36,10,PA36SZG9423,202/8 SR,2022-09-28,2033-09-10,27
800101392,639 Cleary Circle,218,83,485,21,30,26,10,PA89CTC2423,223(a)(7) Refi of 223f Nursing/ ICF,2006-09-17,2027-05-30,233
800429891,Tanadgusix Corporation,382,33,62,87,153,14,6,PA21UTE4876,202/8 SR,1994-12-05,2021-06-03,450
800996715,eBay,342,208,351,116,172,88,8,PA54AAP5031,202/8 SR,2013-08-06,2020-05-01,564
800236453,1121 Wawona Route,444,125,283,80,118,95,4,PA44UFR2580,202/8 NC,1980-03-08,2034-07-18,545
800197556,Aon Corporation,348,15,462,53,167,64,0,PA91GWI8221,202/8 NC,2012-03-14,2038-05-06,271
800895870,14 Amherst Trace,384,211,6,103,10,100,9,PA78SOK8807,202/8 NC,1985-04-30,2032-11-30,424
800468862,41 Nido Street,437,21,366,64,30,79,6,PA40WSV8408,223(a)(7) Refi of 223f ALF,2016-01-14,2024-09-07,657
800903705,Suadela Investment,530,30,306,80,52,8,9,PA93UHL1506,223(a)(7) Refi of 223f ALF,1981-12-21,2036-01-05,88
800132663,PC Power and Cooling,329,209,409,235,67,76,4,PA70NAQ8872,202/8 SR,2002-09-08,2035-12-07,39
800541567,590 Nimitz Bayou,134,213,233,59,112,13,0,PA75YKX5904,202/8 NC,2004-12-08,2026-11-25,458
800345842,816 Turner Field,522,215,316,175,165,67,3,PA53QUK8120,223(a)(7) Refi of 223f Nursing/ ICF,1996-06-01,2030-02-28,472
800161447,59 Salmon Loop,27,180,23,242,72,7,3,PA96COS9704,223(a)(7) Refi of 223f ALF,1988-09-26,2031-01-02,70
800836889,Cougar Investment,121,149,288,178,19,23,7,PA19TDJ0936,223(a)(7) Refi of 223f ALF,2006-05-02,2041-06-28,293
800345691,1248 Rutland Mews,243,186,169,229,81,87,7,PA74BVJ1578,202/8 SR,2020-12-09,2031-12-04,524
800527635,Jack in the Box,123,223,400,36,9,63,9,PA69BHK4493,202/8 NC,2018-02-14,2030-09-12,241
800959087,Pro Property Maintenance,596,129,183,138,189,72,8,PA46YJP1874,223(a)(7) Refi of 223f ALF,2009-09-30,2024-01-26,637
800964448,eBay,21,123,257,141,134,1,1,PA62TKC5204,202/8 NC,1999-03-11,2040-01-23,41
800422136,531 Goethe Mall,538,36,232,37,12,94,9,PA47DVF2926,223(a)(7) Refi of 223f Nursing/ ICF,2013-02-12,2037-08-24,75
800054953,Fruit of the Loom,362,33,101,116,42,15,3,PA85VOA7286,223(a)(7) Refi of 223f Nursing/ ICF,2003-07-02,2039-09-07,575
800822156,228 Maddux Alley,209,102,253,184,89,30,3,PA60FXV0212,223(a)(7) Refi of 223f ALF,1997-02-08,2026-07-23,148
800458868,General Dynamics,600,131,411,145,143,87,3,PA17PPY1670,202/8 NC,1989-07-07,2036-07-06,656
800148326,UPS,564,118,422,173,132,34,3,PA33AXV7618,223(a)(7) Refi of 223f Nursing/ ICF,2013-12-13,2032-11-13,425
800997520,Fairchild Semiconductor,588,206,103,47,43,20,10,PA83YYA2969,223(a)(7) Refi of 223f Nursing/ ICF,2013-09-30,2041-01-02,630
800292598,693 Beach Lake,434,130,378,177,151,11,4,PA14RKB3578,223(a)(7) Refi of 223f Nursing/ ICF,1982-10-01,2027-11-12,624
800878731,862 Capen Lodge,510,53,242,120,24,81,0,PA11TKM0205,202/8 SR,1985-10-29,2030-04-25,541
800003514,The Independent Planners,46,5,491,153,49,98,3,PA46XJL9166,202/8 NC,1992-02-16,2023-11-03,200
800897326,492 Holly Drive,254,97,95,214,41,43,3,PA60QEX4571,202/8 SR,1994-03-07,2025-06-19,52
800059158,1164 Hussey Point,489,97,361,45,148,58,6,PA99AKP9047,223(a)(7) Refi of 223f ALF,2022-02-13,2025-09-13,221
800329596,Royal Caribbean International,554,168,309,130,71,74,4,PA62ZIW3374,223(a)(7) Refi of 223f Nursing/ ICF,2000-03-31,2036-05-25,544
800670471,731 Lockwood Annex,585,93,416,28,148,5,7,PA38EMZ1263,223(a)(7) Refi of 223f Nursing/ ICF,2017-10-05,2043-01-03,472
800190397,StopGrey,316,180,338,203,86,70,5,PA88MWN7686,223(a)(7) Refi of 223f ALF,2009-11-01,2022-07-06,14
800827162,188 South Hughes Circle,8,152,4,62,32,42,3,PA70HDW8965,202/8 SR,2018-10-08,2038-01-04,370
800020805,Barnes & Noble,389,147,479,25,51,51,5,PA73PPN2243,202/8 SR,1999-06-24,2022-01-18,560
800418407,83 Service Turnpike,497,137,53,142,110,29,0,PA31UTS4386,223(a)(7) Refi of 223f Nursing/ ICF,1993-12-23,2030-09-17,355
800757934,DirecTV,289,27,304,150,115,31,2,PA14GFN7741,223(a)(7) Refi of 223f Nursing/ ICF,2000-02-22,2023-12-16,331
800617290,Amerigroup,509,207,240,124,22,23,4,PA71CAB0305,202/8 NC,2018-01-11,2023-09-12,325
800868589,Veramons,59,177,367,158,93,19,8,PA91MTQ2776,202/8 SR,2020-04-12,2034-04-28,544
800012087,626 Mckinnon Spur,316,153,327,28,93,98,1,PA97YNP1891,202/8 NC,2018-10-11,2020-02-11,592
800893312,781 Clifford Spur,22,12,331,114,93,25,0,PA72UST7792,223(a)(7) Refi of 223f ALF,1993-04-02,2030-04-14,611
800470777,563 Brook Junction,235,74,81,67,93,40,1,PA45SWR1886,223(a)(7) Refi of 223f Nursing/ ICF,2022-12-15,2030-05-06,273
800791210,"Staples, Inc.",318,11,65,220,9,39,7,PA12UTV6177,223(a)(7) Refi of 223f Nursing/ ICF,2001-12-19,2023-04-19,389
800311758,1145 Marine Glen,559,123,17,6,3,31,5,PA29SIP5946,202/8 SR,1982-05-29,2029-01-27,411
800663670,520 Peek Pike,65,113,292,51,52,44,0,PA63HVF9393,223(a)(7) Refi of 223f Nursing/ ICF,2012-07-31,2022-07-07,427
800768383,1063 Graymalkin Street,580,122,196,146,187,73,10,PA68JPU5161,223(a)(7) Refi of 223f ALF,1987-09-30,2033-09-04,89
800505665,Benchmark Electronics,185,116,463,19,182,99,0,PA12TYC0016,223(a)(7) Refi of 223f ALF,2001-11-20,2039-08-07,114
800729680,Exelon Corporation,335,141,125,48,23,41,1,PA58MDD8162,223(a)(7) Refi of 223f Nursing/ ICF,1987-07-21,2022-06-06,525
800261207,Architectural Genie,287,40,247,217,64,22,1,PA25GSA4114,223(a)(7) Refi of 223f ALF,1984-11-13,2020-01-11,569
800978066,Maxiserve,77,90,418,148,116,21,5,PA38FAJ8273,223(a)(7) Refi of 223f Nursing/ ICF,2019-10-21,2026-09-12,45
800622489,437 Oreilly Glen,491,109,472,148,117,65,4,PA81CVE4011,223(a)(7) Refi of 223f Nursing/ ICF,2016-05-12,2030-03-22,285
800893587,Marantz,554,140,184,207,124,69,0,PA15WAR4060,223(a)(7) Refi of 223f Nursing/ ICF,2003-11-14,2028-09-25,510
800325788,Zune,140,226,115,126,37,22,9,PA85XAU1522,202/8 NC,2022-11-07,2038-10-21,362
800393365,AutoNation,579,203,107,13,139,39,8,PA07HED3936,202/8 SR,1991-07-14,2042-12-05,348
800971262,New World Realty,428,210,386,166,186,5,9,PA28LJS3794,223(a)(7) Refi of 223f ALF,1984-09-19,2039-01-25,55
800298082,902 Hamerton Turnpike,335,25,327,89,12,40,4,PA81IRX8242,223(a)(7) Refi of 223f Nursing/ ICF,1981-03-23,2031-02-16,450
800598067,1196 Baden Station,485,239,408,15,124,76,10,PA13PXA8113,202/8 NC,1982-09-13,2032-05-29,491
800335587,252 Isis Landing,579,159,22,201,6,53,3,PA91GBY0840,202/8 NC,2001-04-22,2039-05-27,269
800964441,Vertex Pharmaceuticals,516,45,43,217,39,42,3,PA69WKA4661,223(a)(7) Refi of 223f ALF,1989-03-26,2037-02-14,295
800682656,798 San Diego Lodge,102,131,442,136,2,86,4,PA34TZU7681,202/8 NC,2011-03-05,2037-05-12,101
800690408,Onvia,245,35,433,143,65,74,10,PA54UCU3733,223(a)(7) Refi of 223f ALF,2011-03-14,2031-03-18,482
800384943,A+ Electronics,434,155,224,123,48,30,1,PA70FEL3704,223(a)(7) Refi of 223f ALF,2008-02-28,2035-08-10,420
800130750,Gartner,317,146,307,59,196,28,1,PA73RTN7718,223(a)(7) Refi of 223f Nursing/ ICF,2000-09-30,2034-01-23,536
800822689,Strategic Profit,208,191,372,178,45,95,6,PA95KJE3973,202/8 SR,1991-12-09,2035-06-18,400
800192893,Wynn Resorts,175,209,95,250,45,4,4,PA57JVT4679,202/8 NC,1996-02-20,2021-03-29,19
800677360,200 Danton Ranch,110,12,422,131,89,74,4,PA24VPE5974,202/8 NC,2015-04-26,2035-05-02,151
800626238,644 Malden Junction,239,169,12,112,186,18,8,PA66LZQ9270,202/8 SR,1995-06-03,2035-03-11,584
800757037,Ashland Inc.,279,169,277,220,120,30,1,PA35UKQ9195,202/8 SR,2023-08-09,2036-05-09,402
800459679,The Network Chef,9,249,382,223,51,41,2,PA67FDO6181,202/8 NC,1992-11-28,2040-09-17,534
800591799,12 Lurline Freeway,469,55,19,182,154,2,9,PA51XJD0581,202/8 SR,2012-02-11,2031-04-29,500
800809989,1143 Laurel Avenue,296,93,141,78,5,100,3,PA62ZCR5096,223(a)(7) Refi of 223f ALF,2016-04-19,2030-02-23,588
800784107,Crazy Eddie,431,211,127,221,29,95,8,PA59PLI8942,202/8 SR,1981-08-12,2034-07-22,44
800293805,Sunburst Garden Management,128,40,322,82,77,85,2,PA15VGT4663,223(a)(7) Refi of 223f Nursing/ ICF,1997-10-26,2026-02-19,474
800368180,506 Birmingham Walk,565,138,440,126,83,54,9,PA75GAO3905,202/8 NC,1999-01-07,2034-10-31,146
800033041,Bealls,161,189,356,156,188,62,3,PA78WZS3347,223(a)(7) Refi of 223f ALF,2013-03-27,2027-01-23,8
800022873,Iron Mountain,253,232,359,196,46,15,1,PA13BMP7760,223(a)(7) Refi of 223f Nursing/ ICF,1999-07-27,2026-04-16,138
800746607,1230 Diana Annex,507,11,203,147,104,1,10,PA19HYX5742,202/8 NC,2020-05-12,2025-08-06,301
800652843,Nvidia,538,136,360,59,144,55,1,PA88PWD9341,223(a)(7) Refi of 223f ALF,1985-04-19,2033-11-27,637
800687431,Baldor Electric Company,374,146,35,130,84,87,9,PA78KOM0999,223(a)(7) Refi of 223f ALF,1993-07-06,2028-06-25,439
800411887,999 Appleton Freeway,506,60,136,190,191,50,2,PA42UBK1922,223(a)(7) Refi of 223f Nursing/ ICF,2023-05-21,2041-02-02,191
800074259,1336 Hayes Route,236,200,375,149,58,89,8,PA34MTO5249,202/8 NC,2004-04-16,2043-04-19,296
800013198,366 Manzanita Freeway,345,222,485,127,97,54,8,PA10UHR5607,202/8 NC,1986-10-18,2040-04-09,475
800661156,Realty Solution,138,187,276,101,77,77,3,PA70WLN2197,202/8 NC,2001-06-03,2034-06-27,333
800675091,347 Hays Manor,31,47,326,249,54,94,10,PA21MUS1312,223(a)(7) Refi of 223f Nursing/ ICF,2007-03-01,2028-11-24,231
800545649,1092 Lakeview Loop,293,237,471,243,131,83,8,PA60QTL8284,223(a)(7) Refi of 223f ALF,2009-07-30,2026-03-02,385
800578079,Alcoa,47,134,259,196,108,4,0,PA22PRK1319,223(a)(7) Refi of 223f Nursing/ ICF,1992-08-26,2027-01-14,42
800746657,West Liberty Foods,583,189,420,79,158,62,0,PA65HXC5143,202/8 SR,1999-06-04,2036-08-17,177
800138413,1010 Islais Ferry,265,161,260,29,97,49,10,PA67TIL6913,202/8 SR,2012-01-16,2030-05-15,553
800277372,330 Chestnut Cove,447,144,377,240,133,99,8,PA99MOR6094,202/8 SR,1983-11-21,2035-11-07,511
800650117,Sauer-Danfoss,494,216,182,63,163,43,8,PA16NXS5881,223(a)(7) Refi of 223f Nursing/ ICF,2007-04-11,2027-06-27,558
800419971,RCA,41,16,329,18,43,41,9,PA06CNW8858,202/8 SR,1991-08-04,2040-10-15,417
800843475,1324 Perry Crescent,184,35,175,235,178,94,4,PA77RBT4287,202/8 NC,2005-10-26,2038-11-01,313
800236960,Exact Solutions,568,213,390,102,151,49,1,PA93LWU3057,202/8 NC,1992-08-24,2031-07-02,47
800099087,Gentiva Health Services,399,189,88,90,76,83,5,PA98OBJ6681,223(a)(7) Refi of 223f ALF,2004-04-27,2034-10-25,340
800825754,1017 Beeman Square,521,143,265,23,49,97,2,PA42CJA0078,223(a)(7) Refi of 223f ALF,1999-05-13,2023-02-02,110
800124147,Total Yard Management,583,55,97,201,154,28,3,PA81UCW9228,223(a)(7) Refi of 223f ALF,1982-10-16,2036-07-09,83
800367973,30 Athens Bend,266,11,291,3,72,63,7,PA84FPS9272,223(a)(7) Refi of 223f ALF,1987-10-17,2034-11-27,170
800015408,517 Maynard Bridge,202,144,191,89,125,42,2,PA45NDE2519,202/8 NC,2012-08-16,2020-05-09,198
800370822,Suadela Investment,547,92,359,227,61,64,8,PA71MHT1372,223(a)(7) Refi of 223f ALF,1992-09-06,2021-06-20,452
800961655,458 Whitecliff Plaza,415,17,497,67,160,55,1,PA24FZS6878,223(a)(7) Refi of 223f Nursing/ ICF,2003-06-30,2031-09-04,510
800939143,821 Arguello Place,354,220,466,238,12,67,10,PA49LOW3267,202/8 NC,2021-02-15,2034-12-30,416
800547054,752 Kirkham Avenue,190,147,340,33,55,11,9,PA74BLW9533,202/8 NC,2017-05-31,2040-09-11,442
800780295,Rainbow Life,232,48,143,34,146,68,2,PA33SAX1356,223(a)(7) Refi of 223f Nursing/ ICF,1987-06-04,2039-02-09,341
800498213,Quiznos,87,188,26,134,198,79,1,PA79AOU5777,223(a)(7) Refi of 223f ALF,1994-05-06,2036-03-18,255
800085589,"Wells Fargo Bank, N.A.",305,221,355,216,19,86,1,PA12NPK1888,202/8 SR,2008-10-24,2035-06-18,172
800801866,288 Bob Kaufman Motorway,94,183,107,204,82,100,0,PA98AKL4215,202/8 SR,1997-08-06,2028-03-29,218
800077122,795 Germania Bypass,361,32,490,132,180,35,1,PA05XLX6776,202/8 NC,2007-02-24,2024-01-14,127
800121994,Hewlett-Packard,122,43,38,64,6,36,5,PA09XSR8965,202/8 NC,2008-08-13,2026-03-29,403
800712757,AnaSpec,504,226,130,77,107,100,4,PA36VPG1839,202/8 SR,2006-10-23,2032-06-11,2
800037277,Red River Broadcasting,58,241,217,18,122,38,1,PA87BRR0638,223(a)(7) Refi of 223f Nursing/ ICF,2020-12-03,2021-06-09,238
800155608,359 Steuart Crossing,163,52,58,205,87,98,1,PA35UNR8931,223(a)(7) Refi of 223f ALF,2011-12-16,2038-11-29,356
800563284,Adapt,85,128,500,175,177,79,2,PA95YQM5488,202/8 SR,2002-09-18,2042-06-28,185
800863976,Grey Fade,478,175,301,217,26,26,7,PA70GKO5622,202/8 SR,2003-04-23,2025-03-25,613
800502397,Belle Ladi,70,0,421,108,49,8,1,PA79HGL2577,223(a)(7) Refi of 223f Nursing/ ICF,1996-12-08,2041-05-04,361
800448338,Gartner,121,170,121,183,13,92,9,PA67XFD3468,202/8 NC,2017-11-08,2029-12-01,68
800408753,"Sun Microsystems, Inc.",312,170,279,197,185,46,5,PA81CEZ2136,223(a)(7) Refi of 223f ALF,2020-07-28,2028-12-01,39
800598666,541 Clarkson Arcade,230,168,356,187,112,24,10,PA89MKE7660,202/8 SR,2013-03-11,2030-11-07,238
800523990,Avis Budget Group,566,115,268,122,161,9,9,PA04MEM9204,202/8 NC,2010-07-22,2021-06-26,177
800774587,Team Designers and Associates,306,46,297,108,12,64,9,PA58QMW6648,202/8 SR,1981-08-21,2032-09-16,585
800980972,Exelon Corporation,64,9,200,233,182,16,2,PA58CXE7903,202/8 SR,1998-07-10,2043-03-20,639
800297443,756 Dickinson Court,240,18,16,4,85,62,8,PA89JGF4307,202/8 NC,2017-07-13,2043-01-20,145
800275825,Avant Garde Interior Designs,154,193,417,121,53,54,8,PA46KYS6512,202/8 NC,2017-01-19,2041-06-02,386
800459290,345 Moneta Grove,215,205,188,169,4,82,2,PA88GDN0565,202/8 NC,2019-09-02,2031-04-21,14
800155878,1207 Automobile Square,130,26,446,92,79,64,3,PA84YEM3299,202/8 NC,2021-01-10,2039-05-15,612
800974067,666 Roemer Viaduct,46,29,454,48,196,61,5,PA90UFU5375,223(a)(7) Refi of 223f Nursing/ ICF,2021-01-14,2038-09-27,278
800602170,Specific Appraisals,406,40,85,229,199,90,9,PA23XDR2054,202/8 NC,1987-09-21,2040-04-28,560
800092325,Formula Grey,276,143,276,190,158,56,9,PA97SCQ3870,223(a)(7) Refi of 223f Nursing/ ICF,2020-02-29,2041-06-09,91
800251171,Zappos.com,348,106,286,166,143,98,0,PA16XTK9042,202/8 SR,2020-02-05,2035-03-11,518
800182277,317 Lawton Gardens,417,220,131,203,144,27,9,PA10QMI9584,223(a)(7) Refi of 223f ALF,1980-09-13,2031-09-26,613
800827533,342 Globe Cove,87,143,428,142,9,98,3,PA69BBX7935,223(a)(7) Refi of 223f ALF,2022-03-31,2029-09-11,39
800307353,538 Saint Francis Run,473,132,399,158,47,6,8,PA60SGQ8484,223(a)(7) Refi of 223f ALF,2017-03-18,2025-02-12,2
800506921,Viacom,132,188,294,142,129,78,3,PA29JXY4428,223(a)(7) Refi of 223f ALF,2000-06-13,2024-11-18,76
800165298,1164 Marcy Garden,88,249,285,30,9,72,3,PA58PII3320,202/8 SR,2016-01-27,2033-11-16,267
800277883,679 Arbol Green,206,222,221,101,32,2,3,PA33YGB8343,223(a)(7) Refi of 223f Nursing/ ICF,1993-04-02,2023-10-01,96
800567310,1031 Vicente Ranch,408,184,317,53,189,31,4,PA03KLG0312,223(a)(7) Refi of 223f Nursing/ ICF,2010-05-27,2043-06-13,522
800815428,Danaher,469,181,456,93,61,72,1,PA46WZV3881,223(a)(7) Refi of 223f ALF,2008-11-03,2023-04-10,461
800963789,1360 Faxon Crescent,295,94,476,224,106,25,8,PA53IQA8634,223(a)(7) Refi of 223f Nursing/ ICF,2006-09-19,2028-01-25,315
800648815,Liz Claiborne,173,81,466,0,65,39,6,PA72VLG9357,223(a)(7) Refi of 223f ALF,1980-08-31,2042-10-10,432
800955374,Gap,51,23,445,9,112,0,3,PA53XLS7874,202/8 SR,1999-09-08,2039-09-05,453
800372380,937 Watt Expressway,37,237,274,199,52,66,4,PA26UUG5408,223(a)(7) Refi of 223f ALF,2013-01-07,2030-12-07,313
800661227,Star Merchant Services,432,64,5,137,198,50,4,PA50VWX8040,223(a)(7) Refi of 223f Nursing/ ICF,2005-10-25,2033-06-14,106
800144884,Pro Property Maintenance,517,58,351,163,28,98,7,PA27CKC1108,202/8 SR,1995-08-24,2024-10-30,296
800681956,Pro Star,465,182,176,45,126,2,7,PA13QDF2089,223(a)(7) Refi of 223f ALF,1984-08-28,2024-11-14,179
800639968,Vertex Pharmaceuticals,17,161,315,51,82,33,6,PA04FEM6433,202/8 SR,2003-09-03,2024-07-18,307
800005079,ViewSonic,471,176,67,197,197,55,3,PA52VGV8491,202/8 NC,2005-11-26,2024-07-21,241
800471662,Riverdeep,583,64,20,238,145,56,1,PA26ZYA2405,202/8 SR,2019-08-07,2022-11-14,547
800795728,402 Mayflower Garden,537,12,219,211,127,87,1,PA91SJY3743,202/8 NC,1986-05-01,2025-07-05,408
800418140,Strategy Planner,349,79,20,73,60,5,6,PA85AJA8567,202/8 NC,2023-03-20,2040-11-17,28
800861012,Prestigabiz,516,104,233,147,3,37,5,PA84ONX4236,223(a)(7) Refi of 223f Nursing/ ICF,1983-07-22,2031-06-04,658
800947775,Hi-Point Firearms,471,76,205,51,51,55,1,PA08VAY6861,202/8 NC,1998-12-17,2024-05-11,386
800978311,43 Upland Junction,143,180,385,77,3,58,10,PA41UYS2972,202/8 SR,1998-06-30,2041-12-18,263
800755371,758 Lathrop Path,594,176,173,172,160,32,2,PA88MSQ5972,202/8 NC,2021-10-15,2039-02-03,441
800385655,1181 Panorama Boulevard,473,164,462,197,92,61,7,PA25LVY8664,202/8 SR,1989-08-02,2034-10-18,521
800798775,1069 Eve Alley,292,149,444,53,125,48,1,PA49MSN6972,223(a)(7) Refi of 223f Nursing/ ICF,1997-05-03,2024-04-21,271
800962470,120 Annapolis Grove,502,2,499,56,10,75,2,PA48WUV1176,202/8 SR,2020-07-13,2042-03-25,163
