development_code,longitude,latitude,geocoding_accuracy,county_fips_code,census_tract,municipality_fips,municipality_name,hud_property_name,property_street_address,city,state,zip_code,units,owner_organization_name,participant_code,formal_participant_name,project_name,total_dwelling_units,acc_units,total_occupied,regular_vacant,pha_total_units,percent_occupied,people_per_unit,people_total,rent_per_month,median_inc_amnt,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_lt80_median,pct_lt50_median,pct_lt30_median,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tminority,tpoverty,tpct_ownsfd,chldrn_mbr_cnt,eldly_prcnt,pct_disabled_lt62_all,national_building_id,geom,geom_webmercator
PA00993764,-79.91273675928048,40.44748277769607,4,42003,42026812792,800504473,Frazer,Fit Tonic,566 Hansen Ferry,Grand Forks,PA,47729,324,Housing Authority of Glenfield,PA006,Blockbuster Inc.,Laussat,275,425,266,8,2019,93,2.91,566,361,147896,964,17668,37.9330603763,2.7347043886,9.3239510474,2.4555166785,7.2803336603,92.1559476816,84.5566176252,86.4694335613,21.1897253076,90.3741181982,41.231396278,49.450144174,54.7829767186,40.9670712984,57.0582972784,12,13.4284291324,67.559317129,2157810000,POINT (4502593.186682829 -15483010.020463124),POINT (4502593.186682829 -15483010.020463124)
PA00834638,-79.89713441370321,40.534955621463425,4,42003,42050289916,800718649,Castle Shannon,314 Todd Crossing,579 Cottage Landing,Kingston,PA,38999,61,Housing Authority of Heidelberg,PA005,Mikro Designs,Lick,377,388,351,10,821,95,2.82,1168,219,102837,11869,5921,13.4503565442,27.6001446706,48.6553812873,21.6947715564,13.2918382693,90.2147858198,76.1157786518,75.7859167741,66.3627296309,18.047852151,13.8626816139,43.6917777637,20.8151260642,39.2032445032,15.4211567283,17,4.192729492,12.9972215882,7516120000,POINT (4512330.619109251 -15473101.151783083),POINT (4512330.619109251 -15473101.151783083)
PA00174952,-79.75303524461931,40.393520347491034,B,42003,42037252908,800016781,Brackenridge,336 Miles Row,1313 Fernwood Mall,Lynbrook,PA,13373,303,Housing Authority of West View,PA007,Vantec,Hyde,369,225,234,27,1444,76,1.76,140,380,248549,6488,16554,19.8067361561,47.7838990143,35.718957903,8.6684626449,24.1580404542,94.6137179416,91.1109110906,78.7529704938,34.5495198198,33.7000203917,1.0168958456,27.2888268963,34.3485203214,20.3550552171,53.0186099391,10,14.0667957237,57.1281852551,9039910000,POINT (4496586.116430437 -15382294.66960932),POINT (4496586.116430437 -15382294.66960932)
PA00034991,-80.06108179912452,40.509264618389885,4,42003,42051651986,800170458,Neville,1283 Digby Manor,89 Hallam Garden,San Leandro,PA,97103,320,Housing Authority of Sewickley Heights,PA001,Big Lots,Boutwell,28,402,153,18,2340,73,2.1,953,263,84659,14466,5404,32.3411820731,43.2139626212,8.1061594351,9.2807472844,24.4056564834,97.2543228596,87.3970475209,93.4410100104,78.5643912163,39.8787582518,16.8680831863,3.7493479046,26.7513112895,35.3291611142,40.8439255778,25,16.2690001844,47.618991684,7671040000,POINT (4509470.709729136 -15577987.261926303),POINT (4509470.709729136 -15577987.261926303)
PA00809318,-80.17948264140527,40.42545570127226,4,42003,42033198262,800109000,Upper St Clair,1012 Jessie West Road,738 Santa Marina Route,New Brighton,PA,65642,85,Housing Authority of Hampton,PA007,Bank of New York Mellon,Harry,286,10,497,8,2123,28,3.84,1186,260,84846,17763,5347,18.078754118,26.2185077583,13.5132923628,35.5384569064,3.8387497736,94.0463000549,71.8800850155,53.1069850734,43.2132163665,3.7851768301,1.8536505807,31.1299529907,70.2453147812,75.4655570291,27.5050064764,10,46.0364298183,54.4649669004,1431680000,POINT (4500141.143751666 -15654805.36481268),POINT (4500141.143751666 -15654805.36481268)
PA00068724,-80.24385359185773,40.53613370454338,T,42003,42026184609,800154094,Sharpsburg,Colt Defense,671 Varennes Garden,University Park,PA,14971,136,Housing Authority of Millvale,PA007,Domtar,Bass,330,388,495,25,2037,98,2.03,44,332,242172,18950,10692,44.2460415435,43.4246361658,10.9784229988,32.3771984015,17.9235734699,99.1393007053,74.1340608134,98.5521349023,38.5715171768,30.1019550349,20.6949789012,30.7761067446,25.2433455666,20.1302065653,40.6294976783,20,97.6179414456,49.3918202488,3507550000,POINT (4512461.7627178235 -15696954.749285543),POINT (4512461.7627178235 -15696954.749285543)
PA00263416,-79.84998007171872,40.57553521598859,4,42003,42012106107,800191520,East Pittsburgh,237 Foerster Bridge,1067 Timothy Pflueger Junction,South Plainfield,PA,96431,84,Housing Authority of Brentwood,PA000,Body Fate,Pfeiffer,469,163,244,33,2364,28,3.05,1123,306,131428,15324,14982,12.0795985915,20.3096997715,36.6059703209,3.4443177785,16.3023939886,94.0070967339,76.3199675694,76.0377548221,86.7846686453,83.388742241,31.0323506898,34.9568437812,14.1959947172,61.1299220201,18.9721361556,28,32.4640105553,65.8503362259,9860370000,POINT (4516847.918908388 -15443245.760635575),POINT (4516847.918908388 -15443245.760635575)
PA00255511,-79.90440768501978,40.317380072199875,4,42003,42016177854,800989746,Millvale,1059 Sunview Garden,110 Franconia Alley,Centennial,PA,45736,387,Housing Authority of Chalfant,PA002,W. L. Gore & Associates,Belgrave,67,103,283,28,2601,7,3.17,55,256,97686,6579,9948,41.3095544013,24.0691325824,7.9913398745,1.7865737848,22.7563112152,96.7293330914,96.3313490247,65.2771748534,64.926094365,83.9566019941,37.8751445697,31.5893161965,58.1588166935,61.3687413013,28.1286575665,16,87.1110033677,54.7373537693,0588630000,POINT (4488110.2197561655 -15477718.436291901),POINT (4488110.2197561655 -15477718.436291901)
PA00288164,-80.00944302161915,40.42509930381648,B,42003,42061392410,800990410,West Deer,Dominion Resources,1267 Jessie East Circle,Bremerton,PA,27936,436,Housing Authority of Kilbuck,PA005,Alladin Realty,Valparaiso,466,187,177,36,1904,78,1.41,675,475,133274,6808,7250,22.7143487124,54.3845818895,7.2839694725,33.6553646098,13.8886617358,93.5584005822,79.6278588104,86.5094813068,60.1052831714,26.8522165834,7.4481867433,36.1787787968,81.4030863915,29.5988308284,34.6814748778,25,41.8370435462,26.0157967198,2197030000,POINT (4500101.469768369 -15544767.50274646),POINT (4500101.469768369 -15544767.50274646)
PA00212775,-80.22845377006506,40.366180659544234,4,42003,42053665933,800442629,Monroeville,595 Fallon Parkway,404 Gateview Canyon,Oakland,PA,73895,433,Housing Authority of Blawnox,PA009,Supervalu,Keystone,249,297,427,10,1883,13,2.44,194,394,164305,4442,7217,24.993043596,5.971257448,0.475441771,24.6237531185,37.9976819186,96.8782690505,73.4408851552,51.4622484386,16.2624148342,23.9541821332,9.6059262861,12.1392545392,90.5273517009,25.5950565777,42.8170841814,13,10.8909761637,64.1890914652,5525770000,POINT (4493542.676289752 -15686846.109595425),POINT (4493542.676289752 -15686846.109595425)
PA00988494,-79.80038153565299,40.40716196846373,R,42003,42063493399,800189392,Monroeville,CBS Corporation,134 Quane Pike,Pleasanton,PA,74317,397,Housing Authority of Fawn,PA005,Environ Architectural Design,Jackson,156,235,23,3,2613,29,1.13,1308,341,183925,19571,9936,37.7214788812,71.9814886922,19.1794060707,17.6635996734,4.7347810139,92.953573788,90.7493727608,64.7525650329,77.1930752289,97.4056853762,30.3684974101,23.2221783469,10.5937090887,39.2203191058,23.3610793054,27,30.7869197027,56.4922113174,7445300000,POINT (4498104.694730712 -15411990.586656172),POINT (4498104.694730712 -15411990.586656172)
PA00615860,-79.87842704655519,40.406501564409545,R,42003,42054750905,800653589,Harrison,1137 Seventh Run,1069 Broadmoor Shore,Waukegan,PA,48782,435,Housing Authority of Versailles,PA004,Avon Products,Greenspring,296,301,439,30,2551,75,3.41,380,302,197870,3771,16833,20.2667302365,30.7199574138,14.4942489174,32.5092516941,2.7903093167,99.180222091,81.7897517684,78.564121804,41.9439439716,89.3394970074,33.903065161,7.7159833681,48.3947492786,53.8550592169,15.3367223583,18,66.5373241419,35.1573215183,7100950000,POINT (4498031.178887683 -15461240.264946075),POINT (4498031.178887683 -15461240.264946075)
PA00726539,-79.90816179859806,40.2308708376695,T,42003,42043889563,800518921,North Braddock,1099 Hidalgo Bayou,466 Fountain Point,Minneapolis,PA,89892,390,Housing Authority of Sewickley Heights,PA003,Under Armour,Arthur,259,49,111,39,2938,45,1.83,1104,278,178916,15990,6322,46.2298491016,27.4498409951,9.4610052882,7.8877030155,24.0581995618,96.0611547058,83.1527450201,83.7074391832,69.1671210927,13.9306692276,30.4399655908,22.2346321313,42.7495255561,55.1184110303,93.004750368,13,25.2404472885,44.6193797393,8885090000,POINT (4478480.055819328 -15480102.945204759),POINT (4478480.055819328 -15480102.945204759)
PA00513824,-79.70214283158477,40.47916472409469,B,42003,42070563029,800061244,Heidelberg,AMC Entertainment,153 Broadway Grove,Chambersburg,PA,54846,111,Housing Authority of East McKeesport,PA009,Kerr-McGee,Kansas,371,40,59,5,1795,32,2.9,292,313,140088,168,10515,32.0576750572,5.934474151,46.1681941914,7.9420057689,27.4056336734,94.2959866256,88.498192806,72.5808617913,22.7930074543,61.9056502026,36.6761686865,18.3062468327,84.6068931455,69.9587719536,49.4477947913,12,1.4841501536,43.0939818849,6006350000,POINT (4506120.004823263 -15350525.596740743),POINT (4506120.004823263 -15350525.596740743)
PA00266316,-80.25676706434808,40.45009942729416,B,42003,42081653665,800341763,Braddock,Brinks,941 Striped Bass Junction,Frederick,PA,88681,445,Housing Authority of Pittsburgh,PA001,Affinity Investment Group,Arballo,443,491,479,4,2290,26,1.58,488,375,136534,2588,15078,46.2787481607,36.9921174521,34.8470479389,35.4862667587,24.2298352504,94.4877467594,99.6818410006,68.3348665235,39.7611701137,26.1448658238,34.5934779681,32.7671485541,32.7462078655,36.9257229443,41.2445627786,24,22.0245722373,5.6652700457,5522540000,POINT (4502884.470783673 -15705443.505801564),POINT (4502884.470783673 -15705443.505801564)
PA00296156,-79.99372220577114,40.412998117801024,B,42003,42017364042,800472421,Aleppo,Gamma Gas,1379 Olive Drive,Faribault,PA,20187,42,Housing Authority of Sewickley Hills,PA004,Regis Corporation,Ruckman,441,483,142,36,1104,78,1.2,343,256,219085,10230,13335,33.8946182509,51.041514391,29.7223362792,3.8999040766,13.4855615308,92.1030482096,89.3519288838,97.1297991881,39.8863774354,36.7133947049,2.7291790718,15.0155357864,33.1729532645,30.5740914476,80.2426544708,9,32.7866060531,38.2917277052,1187330000,POINT (4498754.371903134 -15534687.88206946),POINT (4498754.371903134 -15534687.88206946)
PA00521479,-80.00175534445947,40.471122497962924,4,42003,42087297724,800585060,Fox Chapel,380 Devonshire Row,505 Castelo Alley,Addison,PA,17343,206,Housing Authority of Swissvale,PA002,Corsair Memory,Apparel,263,213,392,9,2471,85,3.45,656,452,161153,19215,8801,42.142254827,20.3404408107,25.5151713321,30.2508104643,25.5391415229,91.6169727283,92.9915047883,53.9382337855,33.3542002265,4.9354001786,3.5997204472,11.1744892389,28.4877393664,38.0613721894,97.5246028841,24,27.2708265893,44.9475120587,1492850000,POINT (4505224.748305431 -15539836.481162632),POINT (4505224.748305431 -15539836.481162632)
PA00751723,-79.87442349884026,40.490151664186094,R,42003,42018843284,800967644,Dormont,Baker Hughes,1005 Cosgrove Center,Naugatuck,PA,95074,410,Housing Authority of Hampton,PA004,Darden Restaurants,Indiana,47,453,165,13,2545,21,2.95,1426,487,153476,286,9107,30.8522548347,20.7424699561,25.1215635506,35.8504990698,16.9644483392,99.6584998159,72.161841391,64.3906575898,48.0095787026,39.4948550658,6.9309323412,3.2965228074,22.1583349076,74.4660655305,67.6298285623,28,41.0417309163,10.161493059,9812070000,POINT (4507343.065399614 -15458704.74491315),POINT (4507343.065399614 -15458704.74491315)
PA00375138,-80.13999828310467,40.65284028660454,T,42003,42053763567,800206284,Sewickley,463 Monterey Square,940 Weston Creek,Beverly Hills,PA,16460,24,Housing Authority of Pleasant Hills,PA009,National Railway Equipment Company,Charles,360,10,311,33,2052,78,1.76,300,265,200442,3327,16386,21.788829118,43.1843003009,48.9912397705,38.1075448242,26.5586193839,97.5506491205,77.9590926358,66.8821474464,46.712344677,96.5602896319,26.7202549133,1.8893146864,62.1736954566,74.3705025974,20.6276815257,18,80.5753301053,17.644285974,5679430000,POINT (4525453.480005095 -15629086.602047876),POINT (4525453.480005095 -15629086.602047876)
PA00348260,-79.8338860186491,40.33665430698566,4,42003,42038124261,800244425,Sewickley,Belle Ladi,881 Arkansas Avenue,Rutherford,PA,17848,69,Housing Authority of Baldwin,PA001,Advanced Micro Devices,Blanken,248,470,292,42,2583,39,1.44,1012,344,149365,15003,14183,5.084661952,19.73527423,10.9856137894,29.2338896613,11.7553043726,98.9553200975,99.374171055,56.3162041165,20.8284171428,59.0121942892,35.1272297541,1.241647079,66.006390582,26.0475781026,32.4740968624,16,74.1727224456,63.0763317615,9322870000,POINT (4490255.817757949 -15433087.348468333),POINT (4490255.817757949 -15433087.348468333)
PA00090960,-80.18131534729054,40.456067200954905,T,42003,42066845789,800022149,Versailles,Tully's Coffee,527 Clipper Loop,Manitowoc,PA,65819,473,Housing Authority of Sewickley,PA009,Vertex Pharmaceuticals,Public,331,430,412,32,2997,40,3.17,1211,238,214880,10324,17729,49.16259009,61.9412965424,6.7493519166,5.3813223262,31.2333788457,96.948129066,71.6486861632,80.1665351947,53.1373355087,6.9521016336,30.0257887181,7.6062106658,66.7716394871,52.8748916635,95.4894419282,13,59.1379056478,24.0096711271,4702990000,POINT (4503548.8003087565 -15656001.61198121),POINT (4503548.8003087565 -15656001.61198121)
PA00896620,-80.04003797071766,40.3383620674362,4,42003,42001494536,800194664,Whitaker,1342 Kirkham Bend,1016 Fratessa Lane,Euclid,PA,60423,368,Housing Authority of Plum,PA004,Multicerv,Kirkwood,465,407,399,13,2813,36,3.02,669,245,160515,14906,12135,6.5921998334,61.2103624981,34.568076772,0.6181128491,3.6522001275,93.916777265,84.1443323207,81.6108710154,5.0279269286,69.623186009,12.6174985749,17.0721477896,84.7557007251,19.7686231749,57.9624040704,6,23.2955395634,67.7909460034,0757900000,POINT (4490445.924781701 -15564428.970419621),POINT (4490445.924781701 -15564428.970419621)
PA00415252,-79.91399326272801,40.202814916799966,B,42003,42001751364,800550533,Fawn,119 Belvedere Freeway,429 Burgoyne Point,Pleasant Hill,PA,54053,265,Housing Authority of Lincoln,PA002,Onvia,Terry A Francois,288,153,447,34,1598,15,2.56,760,349,109306,986,9595,43.57154893,25.6668436489,7.7504691073,4.8356119554,49.4541430614,93.7485180527,87.4942350606,97.027019526,68.2211646877,52.8456355767,42.0855670445,28.6674343638,54.6893938335,64.9187350363,92.0469922447,4,68.5790383958,53.193482988,4334330000,POINT (4475356.884994395 -15483808.671039892),POINT (4475356.884994395 -15483808.671039892)
PA00383891,-80.12827883232879,40.32520871751177,T,42003,42067875474,800219006,Glenfield,Environ Architectural Design,662 Magnolia Circle,Geneva,PA,84883,106,Housing Authority of Braddock,PA002,Apache Software Foundation,San Lorenzo,125,218,217,23,2428,99,3.04,602,398,151904,10250,13931,48.562475994,37.5479442247,40.1224730798,7.4029888985,39.5530872997,98.8122098808,98.9162223866,66.3181972377,70.9255619139,91.785279421,32.8996090574,14.1201510325,70.3357623013,46.1777277175,60.1442577733,30,73.5206335438,8.6507605951,9440740000,POINT (4488981.700565887 -15621472.575168394),POINT (4488981.700565887 -15621472.575168394)
PA00639763,-80.1719731327153,40.57286052947212,4,42003,42005356111,800767657,Findlay,Eureka,620 Glendale Walk,Rocky River,PA,01003,495,Housing Authority of Jefferson Hills,PA003,Applebee's,Monterey,261,356,7,22,2200,21,3.44,1239,433,203611,14691,7850,28.6080247174,74.4640329341,48.4136149731,3.984199559,23.5605981042,96.4935168877,88.530475445,97.3590682309,13.0220402577,19.7866351335,0.194876454,31.0688346861,87.8910276526,51.9239792698,31.7153817749,7,11.3606288935,27.0129758396,4541660000,POINT (4516550.174167344 -15649906.0519004),POINT (4516550.174167344 -15649906.0519004)
PA00959300,-79.74374144882138,40.410889068788585,B,42003,42084349648,800184277,Chalfant,Orion,624 Ahern Drive,San Ramon,PA,19257,177,Housing Authority of Jefferson Hills,PA008,NetZero,Dewey,77,166,359,31,1605,6,1.39,1009,242,91796,10896,8266,16.9289261861,18.2429723596,5.2083811053,27.857704725,47.7473208807,97.4962197715,90.4184535314,80.6335662138,68.6144560214,0.8881101428,32.7223042458,23.8561827786,61.0729088355,52.8026567777,34.7978836612,12,1.8669510628,31.1883169086,2996930000,POINT (4498519.593641011 -15376481.478823014),POINT (4498519.593641011 -15376481.478823014)
PA00567133,-79.98292933978625,40.508980481661915,R,42003,42043681648,800199551,Coraopolis,Under Armour,608 Connecticut Route,Edina,PA,57395,147,Housing Authority of South Fayette,PA001,Principal Financial Group,Swiss,1,475,341,22,1777,64,3.26,53,325,169991,7749,9619,48.3399991317,33.8918928312,13.3004518416,38.7249316999,1.7319690417,91.6977357994,72.047377811,65.2548347284,52.7304824791,35.208046446,28.6539589307,8.6772002105,13.6045143904,76.4092033814,63.2032646183,10,73.4410045099,20.1381296787,0127830000,POINT (4509439.079773262 -15527776.955803223),POINT (4509439.079773262 -15527776.955803223)
PA00460345,-80.16477233114465,40.39236171307306,T,42003,42002941562,800208355,Dravosburg,37 Capen Estate,874 Cumberland Court,Durham,PA,08965,358,Housing Authority of Port Vue,PA006,Agriprocessors,Webb,149,384,319,12,2605,35,2.57,54,427,126584,9213,8886,1.5140688721,11.831920504,23.0754063118,35.9254106907,33.0043101729,90.8144122668,82.3132616468,57.9229894431,55.8199520724,28.8297845539,16.6595880217,2.219193879,95.2408108663,23.2003115467,39.3068665526,26,54.1819295631,32.3268797333,5298310000,POINT (4496457.137837012 -15645211.624066072),POINT (4496457.137837012 -15645211.624066072)
PA00053637,-80.20480358768884,40.45024177079976,B,42003,42057671546,800351674,Edgewood,442 Worcester Spur,68 Capp Garden,Palm Coast,PA,14583,268,Housing Authority of Dormont,PA005,Rockford Fosgate,Graymalkin,452,333,52,10,2660,29,1.97,290,459,100300,14000,12137,49.4677611938,67.7566194786,21.7464744536,33.963387095,33.607543695,99.2708283099,83.8897704265,73.465551963,36.0660642714,51.5560188618,48.3266653211,1.8626937238,88.8418026676,13.5910283124,52.1788307676,11,76.4047723377,35.7188985586,7017990000,POINT (4502900.316390233 -15671352.50507739),POINT (4502900.316390233 -15671352.50507739)
PA00585155,-79.84916426825257,40.634534881789335,T,42003,42045440363,800640505,South Fayette,1207 Marvel Pike,1238 Delaware Alley,Alvin,PA,37018,186,Housing Authority of Bell Acres,PA008,BFG Technologies,Yukon,52,176,365,18,882,39,3.07,1172,353,119909,18596,5006,44.6367950207,53.3073533234,11.6548807042,21.6288912124,21.7576019806,93.5182531851,83.3601410997,97.9314112448,40.9893559044,32.2364914198,35.9663726255,0.8981667722,58.4915550813,16.0475722178,20.4451074189,6,68.2025152263,64.4750010723,2159270000,POINT (4523415.731662301 -15442730.449944949),POINT (4523415.731662301 -15442730.449944949)
PA00211963,-80.00836398126087,40.33157226317621,T,42003,42017013206,800937266,Ben Avon,Take-Two Interactive,537 Watchman Run,East Ridge,PA,47468,79,Housing Authority of Pitcairn,PA006,Superior Appraisals,Marist,121,389,388,4,2837,44,1.94,1425,310,209672,11173,6327,24.6571233659,63.0115453187,29.1707350717,9.6264601427,31.1717036046,97.8054032894,90.9151070385,67.2322338583,54.6054201212,70.7298032973,31.2525328284,29.4253119035,14.4190268925,27.8835951648,15.6565187355,24,28.6430224561,52.1798375283,8620130000,POINT (4489690.087228891 -15544075.159302836),POINT (4489690.087228891 -15544075.159302836)
PA00022639,-79.95685251127632,40.47818441532682,T,42003,42007762155,800706153,Glenfield,DTE Energy,1244 Torrens Drive,Keller,PA,93685,93,Housing Authority of Churchill,PA009,Martel Communication,Paloma,56,245,37,23,1182,52,3.1,164,219,183024,10694,15622,8.9040267697,2.9087440623,41.8947268721,27.6568961673,30.4241319815,93.6057444965,99.3257973524,58.2963664017,87.9304080591,95.5302339207,31.4698289447,36.2987657671,83.7681991988,57.7238099789,21.2129916603,2,88.255907725,9.2901538701,7208540000,POINT (4506010.877350404 -15511109.716760315),POINT (4506010.877350404 -15511109.716760315)
PA00850030,-80.1113214877986,40.462893694466324,B,42003,42053535670,800924031,Bethel Park,498 Bayside Village Garden,140 Cerritos Junction,Cocoa,PA,26399,305,Housing Authority of Neville,PA001,Twitter,Castenada,280,89,494,41,2147,57,2.16,1312,357,190401,7803,12078,25.6349481437,48.8932936301,10.7423976404,0.0139982126,3.0074404396,92.9241409301,72.6453829618,74.0282597993,31.133208519,75.6154837399,38.6089839152,48.8661617677,28.6938442657,49.1311366383,56.5129505193,11,38.6877775156,3.1672622987,4458340000,POINT (4504308.722090351 -15610471.3619049),POINT (4504308.722090351 -15610471.3619049)
PA00693132,-79.90859642008972,40.529079292762326,T,42003,42055796585,800386070,Glenfield,Star Bright Investment Group,1140 Catherine Center,Warwick,PA,40316,351,Housing Authority of Rosslyn Farms,PA003,Tropicana Products,State,195,390,436,15,1726,12,2.58,805,328,170635,10089,17133,30.5292022661,5.8942235393,28.2664323251,38.4520071278,5.7118129561,99.1072887881,80.2822303547,75.3723911796,74.380389713,97.9088197583,34.7545490694,42.9052061548,30.5430102605,10.465019146,25.8391237788,11,15.7358994583,52.1392565999,5416430000,POINT (4511676.46919051 -15480379.061427372),POINT (4511676.46919051 -15480379.061427372)
PA00360800,-80.27861158059358,40.411973519881826,T,42003,42050820761,800740547,Rosslyn Farms,Sprint Nextel Corporation,311 Emil Street,Sammamish,PA,83402,329,Housing Authority of Brackenridge,PA008,Koch Industries,Oak,499,66,411,17,1738,25,1.79,433,338,209055,7704,5886,45.2476631132,72.4274966552,25.5045132393,11.5991111415,34.7397733324,95.2690812314,96.6179807223,62.5697947844,49.7881315883,45.7454451223,34.7349461874,35.8890272901,68.2129426131,74.3848276846,79.4645612033,30,7.7350565947,31.8345369702,7029780000,POINT (4498640.314184501 -15719828.541157365),POINT (4498640.314184501 -15719828.541157365)
PA00615628,-79.85689989323434,40.295757266314574,B,42003,42040635982,800711741,Swissvale,Polaris Industries,1328 Ardath Pike,Leavenworth,PA,09614,48,Housing Authority of Leet,PA007,Comcast,Plymouth,325,404,495,44,2926,28,3.68,1021,326,163556,11935,12913,37.1311296294,40.5453384177,36.7573972265,15.6162774233,33.6769053267,90.0455761577,75.6550497222,98.1118005868,21.8318150069,20.9332336606,27.0675426301,22.3908829623,49.8741953762,13.305510546,20.3067742557,9,41.8025402583,60.0130093511,0500430000,POINT (4485703.180015492 -15447618.386305489),POINT (4485703.180015492 -15447618.386305489)
PA00319052,-79.95290922345107,40.35836868226151,4,42003,42059960100,800975662,Liberty,1239 San Anselmo Cove,374 Arago Green,Carrollton,PA,76509,293,Housing Authority of Kilbuck,PA007,Star Interior Design,Junipero Serra,265,29,471,17,1956,67,1.05,1015,240,154818,10688,11804,0.15253053,43.4181920771,9.9598919014,31.7929832134,43.1590085618,92.7237161334,74.2002723162,55.2260428811,34.7273845407,23.560224874,45.2311904534,28.1266212325,35.9471962334,28.2595069224,71.0247957909,30,83.6075642059,50.9553137024,1980450000,POINT (4492673.050956551 -15508593.057869524),POINT (4492673.050956551 -15508593.057869524)
PA00733457,-80.13132576213772,40.59161518027729,R,42003,42007749860,800093985,Baldwin,Omni Architectural Designs,360 Richard Henry Dana Bypass,New Bern,PA,05605,188,Housing Authority of South Park,PA006,Matrix Interior Design,Mclea,4,333,3,1,2781,27,3.82,586,335,168683,13608,12025,10.5526281289,13.1776841178,17.2531897311,18.6403726366,21.2429230342,93.8324670284,73.4206545898,85.7694341012,25.6654859253,38.7266457826,40.5277184178,23.5772112656,55.9584746158,48.574534913,66.2414114427,7,66.7971589019,8.1812652495,2467110000,POINT (4518637.9323449815 -15623451.278110186),POINT (4518637.9323449815 -15623451.278110186)
PA00431663,-79.76754911048585,40.38176482180345,B,42003,42036494704,800503158,Harrison,1326 Friendship Field,954 Henry Adams Avenue,Oakland Park,PA,24968,440,Housing Authority of Cheswick,PA009,Capital One,Sears,66,255,404,45,1071,20,3.03,1052,421,151922,2225,15380,37.1710976553,71.810108307,33.4735222778,26.3493401886,19.144464489,91.7886365447,71.9592289161,75.477812177,2.2570655892,19.584981623,2.6359634807,48.0719785301,59.5702911842,41.1373301867,80.1462786082,26,92.5424832914,45.8639820662,0008120000,POINT (4495277.497296887 -15391383.411914332),POINT (4495277.497296887 -15391383.411914332)
PA00494495,-79.85482294170515,40.488417887984504,B,42003,42055385628,800284386,Turtle Creek,Advanced Micro Devices,41 Florence Cove,Orinda,PA,65796,22,Housing Authority of White Oak,PA008,Envirotecture Design Service,Dove,421,393,47,7,2418,58,1.21,405,345,234822,17000,15122,25.875699263,32.1810084124,43.3735991999,32.2470156781,41.2254142769,99.8237337572,86.1957383085,50.1300784058,64.1479835899,49.5460176971,8.8443037513,42.3393142371,42.6010581978,67.1776522935,96.3524196841,18,65.2220436961,26.1387629138,7759240000,POINT (4507150.062315704 -15446305.65354769),POINT (4507150.062315704 -15446305.65354769)
PA00113848,-80.097388662676,40.59485630591005,R,42003,42083505009,800164743,Reserve,Pointers,1259 Gibson Ranch,League City,PA,18661,469,Housing Authority of Turtle Creek,PA002,S3 Graphics,Bernard,150,42,49,20,2644,57,2.11,122,401,130894,13364,12171,40.0715696619,2.1208145667,5.0894315956,21.7103530034,15.6228150591,96.8877460622,92.6666610424,87.7342009294,4.5148003636,41.7607999167,47.4806043564,39.6920861587,93.4509626993,36.5958301898,12.1455763577,20,62.1751589816,31.8592621602,5397500000,POINT (4518998.732800018 -15601446.298442082),POINT (4518998.732800018 -15601446.298442082)
PA00146276,-80.26879108214985,40.47138444107145,T,42003,42068427832,800249475,Baldwin,1018 Rincon Arcade,1130 Patten Boulevard,Harvey,PA,97017,464,Housing Authority of Baldwin,PA006,Washburn Guitars,Gorgas,264,77,269,7,2132,9,1.12,803,498,104201,13418,14374,47.0780595707,72.428426022,20.102735497,3.2794021047,1.9893666581,98.2296024991,80.9441451512,71.0435846818,30.8180131545,68.3325087279,13.7105988274,47.7294471911,19.1014080848,27.7238874479,15.7409329027,5,24.215866606,9.5804292646,0852820000,POINT (4505253.907678888 -15713357.596778905),POINT (4505253.907678888 -15713357.596778905)
PA00425301,-79.79683823220105,40.44143933087708,R,42003,42063075970,800013049,Harmar,269 Olympia Row,1371 Finley Turnpike,Lake Worth,PA,14915,294,Housing Authority of Braddock,PA007,Colgate-Palmolive,Sampson,68,349,22,47,1938,96,3.09,623,214,236645,11222,9079,7.9478373618,12.1079428042,13.6136831583,29.2149487135,49.3464268829,97.8118345783,85.9808429947,62.5325515032,8.4553155112,28.5798324054,14.1919142354,38.257809813,24.2626662301,49.045978783,59.2395085108,9,69.6922776385,35.3621825506,5822560000,POINT (4501920.433260303 -15409763.485895397),POINT (4501920.433260303 -15409763.485895397)
PA00947685,-80.00444080644608,40.28744366125381,T,42003,42035964635,800965980,Lincoln,83 Exeter Park,768 Old Chinatown Park,South Jordan,PA,77176,355,Housing Authority of West Homestead,PA007,"FileMaker Inc., formerly Claris Corp.",Brice,61,357,275,47,1377,62,2.93,1322,340,162394,14572,10380,17.8438905293,4.5268664754,25.7951037046,16.2097474999,2.9407409183,98.8985211712,92.0400726526,89.3418963319,22.1378655713,36.2850818182,21.6243215169,9.7394018487,30.3998090278,20.553191292,28.2935428528,6,80.0976960165,38.2141995774,3582600000,POINT (4484777.713733471 -15541558.560646132),POINT (4484777.713733471 -15541558.560646132)
