property_id,hud_property_name,inspection_property_id_multiformat,city,state,inspection_id,inspection_score,inspection_date
800580107,728 Doric Annex,PA00045214,West Des Moines,PA,653961,61,2021-11-04
800129366,329 Thomas Mellon Run,PA00967958,Tulare,PA,690663,63,2018-08-12
800172690,1081 Coronado Terrace,PA00848898,Roanoke,PA,677717,65,2022-06-04
800244674,CIGNA,PA00073826,Woodridge,PA,684692,31,2015-01-17
800069668,Edge Yard Service,PA00406458,Westland,PA,528892,47,2015-11-05
800725673,Life Plan Counselling,PA00640483,Haines City,PA,679209,53,2017-10-23
800435905,331 Pinto Crossing,PA00215689,Independence,PA,567791,34,2018-12-09
800264330,629 Case Center,PA00459572,Bellwood,PA,664327,77,2016-10-16
800067222,Magik Gray,PA00106875,Olympia,PA,541610,53,2018-04-03
800064080,892 Shields Crescent,PA00907795,North Port,PA,616816,97,2019-12-23
800130380,Prestigabiz,PA00789101,Clinton,PA,660468,61,2016-01-04
800883132,268 Navajo Annex,PA00811770,Hazelwood,PA,557401,43,2018-04-26
800197607,Sunoco,PA00749554,Sparks,PA,695549,44,2022-09-05
800923355,Take-Two Interactive,PA00283453,Allentown,PA,639190,29,2020-06-25
800313277,The Lawn Guru,PA00825894,Lake Oswego,PA,672160,79,2018-02-15
800687154,1303 Uranus Court,PA00446078,Elko,PA,682004,33,2019-05-17
800193902,Applebee's,PA00502061,Midlothian,PA,515265,30,2022-12-25
800538083,The White Rabbit,PA00874937,Riverside,PA,575930,98,2020-07-18
800016479,183 Rockland Trail,PA00336669,Dolton,PA,676502,74,2018-01-12
800119674,Intel,PA00587335,Cedar Falls,PA,688733,36,2021-05-08
800423274,1276 Anglo Point,PA00680847,Redwood City,PA,520845,41,2015-05-24
800722465,Schoep's Ice Cream,PA00371641,Maywood,PA,566008,57,2015-05-13
800522196,VMware,PA00529299,Gallatin,PA,511884,89,2022-02-23
800758579,911 Thor Pine,PA00600224,Alhambra,PA,552075,25,2016-01-08
800241096,302 Aladdin Walk,PA00592637,South Milwaukee,PA,631700,76,2016-04-11
800075131,CDI Corporation,PA00445354,North Richland Hills,PA,610758,69,2022-06-12
800493145,"PalmOne, Inc.",PA00493065,Jefferson City,PA,642327,77,2022-12-15
800587804,1353 Henry Adams Extension,PA00680961,Albany,PA,522187,93,2017-01-28
800475063,729 Naglee Trace,PA00717299,Dover,PA,655466,79,2018-07-31
800265654,1262 Santa Fe Estate,PA00356996,Mineola,PA,534977,70,2020-02-08
800314118,BMC Software,PA00781317,Maryville,PA,674890,25,2019-10-10
800370268,Monk Real Estate Service,PA00377908,Chicago,PA,660690,60,2019-10-27
800482572,234 Linda Vista Path,PA00982856,Richardson,PA,600513,41,2018-11-09
800830853,CNET,PA00192210,Chicago,PA,605106,75,2018-12-18
800555197,American Home Mortgage,PA00045195,Naperville,PA,542553,59,2022-01-20
800821601,Klipsch Audio Technologies,PA00536361,Ottawa,PA,608857,76,2022-12-01
800165874,295 Roosevelt Boulevard,PA00525740,Yucca Valley,PA,647710,80,2017-06-11
800264930,Sears,PA00217225,Brunswick,PA,641185,74,2018-12-23
800016265,725 Dalewood Row,PA00619562,Staunton,PA,694712,75,2017-10-04
800681855,"Fred Meyer, Inc.",PA00165428,Omaha,PA,534198,77,2018-12-15
800055603,Network Air,PA00219160,Kirkland,PA,586706,96,2015-04-05
800334133,868 Blanche Avenue,PA00699178,Camden,PA,514518,84,2017-07-24
800165555,850 Bluestone Place,PA00499598,Folsom,PA,588383,89,2022-11-22
800271186,277 Main Run,PA00045825,Woodburn,PA,648810,93,2016-06-01
800104665,Bose Corporation,PA00373823,Hutchinson,PA,599806,93,2015-05-20
800074248,Pacific Gas & Electric Company,PA00151142,Great Falls,PA,644991,90,2021-06-11
800539271,American Broadcasting Company,PA00528552,Selma,PA,600469,44,2019-10-17
800363298,1282 Alana Spur,PA00601661,Gloucester,PA,612966,62,2020-07-23
800221258,Marantz,PA00643418,St. Paul,PA,544980,39,2021-10-21
800044969,Black & Decker,PA00564960,Oak Creek,PA,554995,41,2018-12-22
800130337,Magna Architectural Design,PA00974954,Germantown,PA,673715,45,2017-07-25
800128360,465 Athens Ferry,PA00533474,Twinsburg,PA,697852,62,2016-05-26
800756749,1027 Cunningham Lake,PA00078643,Weslaco,PA,687465,37,2019-02-17
800540516,Carnival Cruise Lines,PA00251393,Elkhart,PA,585205,88,2020-08-02
800343691,New World Realty,PA00417142,Troy,PA,517846,59,2019-09-08
800013498,New World,PA00868198,Hesperia,PA,505397,47,2022-07-04
800377433,1309 Ashton Lake,PA00375904,North Las Vegas,PA,535780,62,2019-09-27
800689129,1352 Mount Vernon Lake,PA00108046,Frederick,PA,580341,35,2018-10-11
800665687,Dominion Resources,PA00078716,Country Club Hills,PA,696382,78,2019-01-17
800056216,105 Jessie West Pine,PA00252645,Alabaster,PA,617676,60,2016-05-05
800291635,Aleris International,PA00438298,Sycamore,PA,624534,82,2015-08-22
800376101,519 D Mall,PA00037933,Allen Park,PA,663128,46,2022-11-21
800230304,1168 Elmira Park,PA00837571,Muskego,PA,619390,76,2023-01-15
800247674,93 Sunnyside Circle,PA00579491,Schenectady,PA,605789,71,2022-02-02
800451678,95 Getz Drive,PA00064671,Merrillville,PA,587104,78,2019-12-07
800105633,Access Asia,PA00444117,Fort Myers,PA,626730,89,2021-02-23
800604323,Facebook,PA00313229,Mercer Island,PA,520721,75,2017-11-22
800100527,652 Ignacio Canyon,PA00043838,Margate,PA,600389,59,2021-01-07
800040758,Casco Bay Lines,PA00349445,Bell Gardens,PA,616744,73,2020-02-27
800569544,750 De Boom Bayou,PA00879806,Elizabeth,PA,630911,70,2020-07-02
800890413,Life Map Planners,PA00923912,North Royalton,PA,547803,82,2018-02-17
800277635,Omni Tech Solutions,PA00359482,Phoenix,PA,615957,55,2022-12-20
800888971,Atlas Realty,PA00283921,State College,PA,507438,68,2017-01-22
800719328,62 Sunglow Terrace,PA00471695,Albertville,PA,629898,30,2016-08-08
800577023,THQ,PA00092785,Placentia,PA,544671,42,2018-07-28
800959237,Alladin's Lamp,PA00181657,Denison,PA,638628,74,2020-12-25
800128144,674 Valencia Park,PA00754213,University Park,PA,568940,68,2017-04-03
800537683,343 Regent Canyon,PA00987942,Opelousas,PA,653100,78,2016-10-27
800297571,Newhair,PA00457706,Farragut,PA,521390,91,2021-09-03
800989992,935 Belden Route,PA00266166,Caldwell,PA,680501,34,2022-09-08
800977495,Zappos.com,PA00986235,Opelousas,PA,547608,81,2019-05-12
800019988,Farnod,PA00866587,McHenry,PA,689169,49,2020-04-03
800153816,157 Windsor Mill Station,PA00652414,West Palm Beach,PA,528258,50,2021-09-03
800184175,Silicon Graphics,PA00505726,Detroit,PA,608453,27,2016-08-06
800032372,ASARCO,PA00207938,Westland,PA,508476,83,2016-01-15
800884019,166 Toll Plaza Tunnel Rapids,PA00471839,West Linn,PA,685277,26,2017-05-05
800153409,Vaughan & Bushnell Manufacturing,PA00520092,Palo Alto,PA,616313,28,2023-11-24
800427609,884 Barry Bypass,PA00632491,Inkster,PA,580676,82,2023-08-01
800951657,Corinthian Designs,PA00276203,Trussville,PA,620056,96,2023-02-10
800651983,Tempur-Pedic,PA00726633,Delaware,PA,564445,86,2021-06-10
800699603,Russell Stovers,PA00540753,Oak Creek,PA,695930,61,2017-02-04
800147821,Netgear,PA00768779,Elizabethtown,PA,612274,34,2023-10-18
800887463,Helping Hand,PA00879919,Twin Falls,PA,655020,35,2021-07-20
800945375,79 Carnelian Garden,PA00694400,Salisbury,PA,628981,70,2019-01-19
800155135,1091 Merchant Cove,PA00065031,Santa Rosa,PA,577298,73,2022-10-26
800303744,127 Middle Point Row,PA00451306,Opelousas,PA,697825,74,2016-04-28
800010590,Universal Design Partners,PA00616410,Edgewater,PA,633710,76,2018-09-30
800773683,1249 Cowles Route,PA00099912,Naples,PA,585942,49,2020-08-05
800370353,General Communication,PA00151867,Grand Island,PA,550240,55,2022-03-25
800279544,MCI Inc.,PA00046393,Sheridan,PA,508353,98,2017-09-12
800044090,462 San Jose Trace,PA00205716,Yuma,PA,651706,32,2023-04-06
800424907,Amgen,PA00020038,Arlington Heights,PA,506519,67,2020-11-02
800372106,332 Cortes Terrace,PA00568252,Libertyville,PA,673939,40,2019-01-04
800265300,Trinity Industries Inc.,PA00668745,Los Banos,PA,538511,29,2017-07-30
800721094,277 Broadway Crossing,PA00460653,Burien,PA,619638,89,2022-08-21
800650172,Costco,PA00721565,Rahway,PA,526459,93,2022-06-27
800103514,New Era Tickets,PA00855729,Gallup,PA,532726,82,2023-03-11
800097015,Energizer Holdings,PA00305937,Laramie,PA,653397,29,2018-09-22
800929750,Testor Corporation,PA00211798,High Point,PA,610767,88,2022-07-01
800179529,856 Rockridge Heights,PA00232585,Wausau,PA,543358,99,2022-12-22
800491743,Vizio,PA00032831,Central Point,PA,623445,32,2023-01-02
800686115,1035 Yukon Pass,PA00017311,Buffalo,PA,587936,35,2021-12-25
800016392,1362 Palo Alto Highway,PA00535938,Danville,PA,670432,45,2019-06-22
800530096,Goodyear Tire and Rubber Company,PA00990430,Sparks,PA,620128,48,2021-05-18
800202802,894 August Shore,PA00263871,Ceres,PA,523341,44,2016-01-24
800848629,833 Crane Center,PA00434366,Bakersfield,PA,638979,81,2015-06-11
800373159,1 Battery East Manor,PA00378925,San Gabriel,PA,587576,74,2016-02-16
800492043,Texas Instruments,PA00163294,Chicopee,PA,553535,76,2019-02-02
800126754,463 Lobos Parkway,PA00170083,Gallup,PA,561259,94,2015-02-09
800818293,Magna Architectural Design,PA00987585,Hoover,PA,688764,68,2016-06-19
800878213,721 Sagamore Center,PA00015751,Liberty,PA,587527,64,2020-10-19
800640106,123 Bergen Street,PA00400102,Weirton,PA,675034,74,2020-01-13
800027715,1090 Ramona Place,PA00376046,Cartersville,PA,610835,98,2016-04-21
800987673,18 Grace Lodge,PA00938900,Papillion,PA,502137,62,2018-12-23
800038958,1005 Ellsworth Motorway,PA00809845,Rutherford,PA,503948,86,2019-09-06
800732990,695 Spears Mews,PA00755317,Pearland,PA,646962,44,2020-10-09
800711681,976 De Forest Pike,PA00188102,Caledonia,PA,529217,50,2018-10-16
800716095,Adaptas,PA00585488,West New York,PA,519244,78,2016-11-23
800182405,145 Marist Pike,PA00208449,Dinuba,PA,589545,50,2022-03-29
800790754,Marriott Corporation,PA00226467,Bullhead City,PA,563220,39,2015-11-02
800727071,1212 Barcelona Garden,PA00033440,Yucca Valley,PA,584351,74,2017-02-09
800701243,1228 Cecilia Junction,PA00906964,Bartlett,PA,542258,78,2023-08-16
800018623,161 Letterman Freeway,PA00853115,Vincennes,PA,676678,26,2020-08-21
800457313,694 Daniel Burnham Gardens,PA00307747,Banning,PA,597134,51,2020-11-17
800620336,177 Willie B Kennedy Trace,PA00246538,Broadview Heights,PA,637313,36,2020-05-23
800626369,179 Sedgewick Place,PA00020984,Wooster,PA,501188,40,2015-11-29
800128190,Storage Technology Corporation,PA00949531,Kerrville,PA,502555,76,2015-05-20
800666508,Monk Home Funding Services,PA00051551,Evansville,PA,680140,90,2017-11-03
800067257,Oracle Corporation,PA00117611,Placentia,PA,594545,86,2016-04-27
800523564,137 Gene Friend Terrace,PA00552337,Yorba Linda,PA,694996,66,2020-05-04
800751683,Eureka,PA00776311,Durham,PA,695577,42,2021-10-14
800962098,Dr Pepper Snapple Group,PA00449621,Bell,PA,610025,43,2023-05-18
800823248,Solution Realty,PA00447703,Palatine,PA,693793,33,2023-01-24
800290049,262 Verna Stravenue,PA00075187,Carteret,PA,668006,43,2015-01-12
800333239,656 Canby Center,PA00348412,Newburgh,PA,510424,27,2019-04-29
800516036,Matrix Architectural Service,PA00610037,Lorain,PA,643413,89,2019-11-07
800477265,Star Assistance,PA00413644,Rockwall,PA,633163,60,2022-04-01
800532150,65 Hegal Creek,PA00308873,Andover,PA,533385,87,2017-07-11
800964311,665 Antonio Square,PA00543038,Philadelphia,PA,651442,99,2022-05-20
800654688,385 Waterville Place,PA00710906,Bullhead City,PA,662634,51,2020-11-28
800195301,534 Hickory Green,PA00387668,Port Orange,PA,542348,84,2016-12-09
800280184,417 Weatherly Expressway,PA00681957,Methuen,PA,605176,55,2017-08-14
800031824,DISH Network,PA00920955,Sterling Heights,PA,543867,93,2017-06-17
800188992,445 Saul Crescent,PA00907664,Santa Fe Springs,PA,542412,79,2017-11-05
800874880,60 Castro Place,PA00172231,Prescott Valley,PA,616019,39,2015-09-12
800897601,Costco,PA00728271,Altamonte Springs,PA,537501,26,2019-05-14
800874429,Enrich Garden Services,PA00505244,St. Marys,PA,687107,30,2020-08-02
800539925,Allegheny Energy,PA00368350,Downey,PA,653132,40,2016-03-28
800240171,130 Pasadena Pass,PA00241214,Garfield,PA,502281,40,2018-11-30
800604874,459 Hooper Stravenue,PA00017767,Chicopee,PA,606424,53,2022-02-16
800455365,718 Letterman Street,PA00750125,Champlin,PA,561656,93,2020-06-02
800305780,Millenia Life,PA00311994,Sapulpa,PA,540521,93,2020-08-06
800240846,W.C. Bradley Co.,PA00682872,Santa Rosa,PA,529884,44,2018-05-08
800757365,211 Weston Creek,PA00995444,Shaker Heights,PA,552289,82,2020-01-03
800286644,Advance Auto Parts,PA00196811,Palm Bay,PA,609069,88,2016-07-18
800504801,World Financial Group,PA00508781,Rancho Palos Verdes,PA,567630,90,2020-09-28
800383342,Boston Acoustics,PA00892401,Hays,PA,623443,44,2018-09-08
800800808,1260 De Soto Trail,PA00660075,Carrollton,PA,589430,33,2015-02-11
800035766,Bath & Body Works,PA00643040,Tyler,PA,656357,49,2015-07-30
800722083,Buena Vista Garden Maintenance,PA00202406,Oshkosh,PA,689519,83,2019-02-26
800497691,Johnson Controls,PA00953976,Alice,PA,504837,94,2022-06-07
800937870,971 Jules Route,PA00364333,Pittsburgh,PA,565317,45,2017-03-03
800185924,AutoZone,PA00531767,Lansing,PA,582760,71,2019-08-17
800043397,Regis Corporation,PA00763813,Gallup,PA,548512,31,2015-07-30
800751314,886 Moffitt Bridge,PA00120377,Neenah,PA,506775,38,2021-04-23
800664210,1354 Dirk Dirksen Junction,PA00885283,The Colony,PA,589394,68,2018-03-08
800375081,1210 Quickstep Viaduct,PA00567261,Liberal,PA,551344,99,2017-08-02
800039064,Hallmark Cards,PA00122312,Carlsbad,PA,515388,79,2018-06-20
800739003,347 Buchanan Hills,PA00493726,Southlake,PA,665317,43,2016-04-15
800438373,Buena Vista Garden Maintenance,PA00692875,Brawley,PA,632240,55,2015-07-10
800089228,Bed Bath & Beyond,PA00342320,Loma Linda,PA,591363,67,2016-08-19
800681087,Superior Appraisals,PA00286553,Rohnert Park,PA,674166,81,2021-09-14
800983744,185 Alvord Canyon,PA00780705,Chino Hills,PA,697013,85,2018-05-03
800462677,357 Pinto Circle,PA00845453,Statesboro,PA,536050,62,2022-10-25
800440270,676 Piper Gardens,PA00470982,Glendale Heights,PA,605934,38,2022-07-08
800275358,499 Harrison Place,PA00405356,Aventura,PA,506743,87,2020-12-16
800470394,Hunt Petroleum,PA00404347,Detroit,PA,521217,83,2020-11-01
800826500,1367 Massachusetts Hill,PA00338578,Temple City,PA,505226,93,2018-12-07
800271487,Sterling Commerce,PA00115084,Palos Hills,PA,683162,57,2015-04-06
800186991,BJ Services Company,PA00993531,West Bend,PA,625501,80,2021-12-19
800848589,678 Jones Glen,PA00273893,Broken Arrow,PA,690310,58,2017-04-26
800028481,712 Bancroft Manor,PA00265054,Twinsburg,PA,659019,75,2019-06-25
800712609,1271 Presidio Pine,PA00448104,Titusville,PA,656462,45,2017-12-26
800707550,EnviroSource Design,PA00070008,Algonquin,PA,661879,34,2016-01-25
800488066,1127 Julia Motorway,PA00604573,Bryan,PA,674225,75,2018-06-18
800169513,Georgia Pacific,PA00119637,Barberton,PA,638310,45,2017-05-04
800161719,VIZ Media,PA00476932,Brownsville,PA,540973,99,2021-04-19
800470042,920 Dublin Walk,PA00408357,Baldwin Park,PA,670337,33,2018-07-30
800445455,827 Burritt Estate,PA00176450,Glendale,PA,679307,79,2015-04-18
800478659,324 Annapolis Lane,PA00387365,Bixby,PA,627248,57,2016-07-25
800875383,Total Network Development,PA00133751,Winona,PA,691509,32,2019-01-24
800822181,1093 Modoc Station,PA00304534,Gilbert,PA,684542,88,2016-05-07
800047624,1042 Shore View Square,PA00905163,Salt Lake City,PA,619164,44,2019-04-30
800200069,Elizabeth Arden,PA00668403,New Bedford,PA,562858,88,2022-01-13
800272678,Monk House Sales,PA00145615,Casa Grande,PA,631442,26,2019-06-21
800258779,160 Nueva Crescent,PA00560008,Glendale Heights,PA,628164,96,2020-09-02
800937732,KPMG,PA00264510,Myrtle Beach,PA,512810,78,2023-04-04
800286097,Miro Technologies,PA00262055,Hempstead,PA,547445,49,2018-01-27
800414519,782 Darrell Estate,PA00966611,Ashland,PA,536133,35,2016-03-20
800986714,17 Tuscany Stravenue,PA00527565,Chesapeake,PA,510172,63,2020-04-02
800278741,1175 Radio Mews,PA00348476,Roanoke,PA,699945,55,2017-11-29
800263952,E-zhe Source,PA00963458,Woodburn,PA,586286,58,2021-06-07
800600361,799 Briarcliff Bridge,PA00550759,North Tonawanda,PA,663196,57,2019-09-28
800336266,Lazysize,PA00244623,East Peoria,PA,603861,86,2015-06-14
800611278,1225 Ogden Arcade,PA00107144,Perth Amboy,PA,547029,64,2023-09-14
800952235,"Springfield Armory, Inc.",PA00889187,West Bend,PA,642460,98,2017-02-05
800470130,1185 Taber Gardens,PA00060337,Smyrna,PA,687041,73,2021-11-09
800365090,346 Ney Boulevard,PA00912875,Muscatine,PA,630453,57,2016-09-14
800977310,Komerci,PA00167208,Allen,PA,512792,71,2020-07-08
800375205,843 Leese Pine,PA00717767,South Holland,PA,686754,72,2018-04-22
800511649,Firestone Tire and Rubber Company,PA00939718,Coon Rapids,PA,626377,71,2019-12-08
800806288,Enterprise GP Holdings,PA00153905,Barstow,PA,543297,33,2015-07-16
800330890,133 Wallen Walk,PA00171998,Yukon,PA,511665,95,2016-12-01
800227230,1244 States Plaza,PA00491753,Gillette,PA,681750,29,2020-05-20
800595252,Electronic Data Systems,PA00202095,Saratoga Springs,PA,555459,99,2018-06-19
800193233,785 Telegraph Hill Route,PA00026184,Port Arthur,PA,633505,93,2023-08-15
800012991,343 Banks Drive,PA00223226,Moorhead,PA,680332,85,2015-03-24
800459271,878 Troy Mews,PA00078240,Johnson City,PA,546870,52,2022-11-23
800164243,Dover Corporation,PA00142103,Bridgeton,PA,642167,62,2019-05-22
800819983,Gamma Grays,PA00280952,Downers Grove,PA,687147,83,2023-08-11
800995951,Magna Gases,PA00451880,Mobile,PA,613041,73,2016-06-01
800751226,America Online,PA00716120,Rexburg,PA,554363,36,2023-12-22
800769339,1035 Payson Lane,PA00371245,Yorkville,PA,676762,88,2023-01-18
800319955,297 San Ramon Lodge,PA00378587,Arnold,PA,591875,92,2015-08-17
800513779,Gemini Sound Products,PA00351053,Matthews,PA,529434,72,2023-04-08
800814543,Hi-Point Firearms,PA00023704,Prichard,PA,532072,60,2019-06-23
800975369,261 Horne Bypass,PA00148229,Selma,PA,559213,61,2020-02-16
800576364,1281 Hemlock Center,PA00040921,Winston-Salem,PA,677465,28,2023-02-05
800681865,CNA,PA00713123,Berwyn,PA,689381,89,2018-04-23
800303623,79 Marston Expressway,PA00285023,Snellville,PA,586417,59,2020-01-30
800670025,507 Coso Run,PA00768771,Chesapeake,PA,691061,60,2020-11-26
800715847,166 Rondel Mall,PA00969231,Valparaiso,PA,643844,80,2022-02-05
800610176,Terra,PA00556351,Orem,PA,560766,29,2020-06-21
800982704,A+ Electronics,PA00926108,Scottsdale,PA,516567,61,2016-11-22
800004681,Total Yard Management,PA00038848,Ankeny,PA,693052,71,2020-05-02
800973392,West Liberty Foods,PA00469719,Danbury,PA,669487,52,2022-10-22
800789277,Marantz,PA00882038,Windsor,PA,685812,63,2015-09-13
800634777,111 John Parkway,PA00739275,Cypress,PA,664015,34,2023-09-15
800142197,1029 Hilton Grove,PA00146898,New Brunswick,PA,683457,45,2020-06-27
800497993,319 San Buenaventura Trail,PA00842762,Mason City,PA,606122,83,2018-05-31
800876016,200 Benton Square,PA00197713,Cedar Falls,PA,537175,61,2021-08-13
800814148,Eddie Bauer,PA00704278,Glen Cove,PA,552965,30,2023-11-23
800789381,Rockstar Games,PA00359408,Green Bay,PA,540988,74,2021-01-08
800496403,895 Melra Bypass,PA00929194,Lawrenceville,PA,674171,48,2023-01-09
800092843,Allen Organ Company,PA00816835,Coral Gables,PA,557128,30,2015-12-30
800355012,326 Vista View Cove,PA00667928,Millbrook,PA,683130,60,2022-05-31
800138622,Best Buy,PA00186487,Donna,PA,577979,66,2016-11-25
800743927,Wendy's/Arby's Group,PA00162773,Fort Smith,PA,541154,59,2021-08-08
800412214,The Liberty Corporation,PA00363546,Marshall,PA,670204,34,2023-12-16
800206218,Destiny Planners,PA00195146,Massapequa Park,PA,600624,93,2019-09-15
800741491,Tropicana Products,PA00118780,Derby,PA,618202,100,2022-01-10
800017076,Eastman Chemical Company,PA00837861,Kirkwood,PA,524147,37,2017-07-24
800646960,Royal Caribbean International,PA00593448,Chicago Heights,PA,561037,81,2023-02-03
800346499,537 Oak Access Bypass,PA00796198,Urbana,PA,565937,30,2019-12-11
800627894,1321 Ccsf Parking Lot Plaza,PA00452763,Philadelphia,PA,656216,76,2018-12-09
800816172,Macro Design,PA00604435,Mamaroneck,PA,692468,89,2023-10-29
800875085,Formula Gray,PA00686787,Sioux City,PA,661357,55,2023-04-28
800515406,968 Guttenberg Boulevard,PA00966204,El Paso,PA,628920,79,2021-09-05
800219701,Ball Corp.,PA00871066,Bakersfield,PA,661900,53,2021-02-12
800109853,548 Quintara Expressway,PA00266021,Memphis,PA,691494,45,2021-05-23
800526598,Corinthian Designs,PA00058427,Lake Jackson,PA,570967,55,2016-02-08
800996673,Cut Above,PA00524696,Port Angeles,PA,651716,61,2022-08-19
800380800,813 Bengal Field,PA00352404,Visalia,PA,530845,91,2022-01-16
800606495,284 Oceanview Rapids,PA00912445,West Jordan,PA,670045,76,2018-04-03
800644843,46 Laussat Terrace,PA00442764,Peabody,PA,698225,75,2018-02-15
800103197,807 Rice Motorway,PA00369387,New Braunfels,PA,521306,87,2018-10-11
800984458,Textron Inc.,PA00294306,Santa Paula,PA,628303,60,2015-02-25
800953061,ViewSonic,PA00986989,Newburgh,PA,547372,80,2022-10-20
800672284,Avaya,PA00561357,Lake Zurich,PA,614945,99,2017-12-04
800347383,424 Circular Park,PA00447323,Weston,PA,569607,46,2015-09-24
800758995,General Dynamics,PA00303741,Santee,PA,656687,92,2023-11-08
800322019,Fit Tonic,PA00547503,Glendale Heights,PA,699011,88,2020-12-26
800161545,1278 Bosworth Terrace,PA00511037,Norwalk,PA,630203,67,2023-02-01
800533999,Helios Air,PA00735760,Lemon Grove,PA,529615,96,2019-06-30
800522046,1104 Kenwood Walk,PA00064580,Franklin,PA,597886,82,2022-12-30
800795047,Ultimate Software,PA00264700,Charlotte,PA,522976,35,2023-01-20
800079068,Energy East,PA00180832,Hallandale Beach,PA,526617,39,2020-06-15
800371251,Precision Castparts Corporation,PA00342559,Elizabethtown,PA,677713,57,2017-01-01
800761893,Always,PA00707744,Naperville,PA,698446,86,2016-09-14
800091464,Gas Zone,PA00615770,Sparks,PA,585302,82,2021-10-09
800946452,Universo Realtors,PA00236930,Ashland,PA,664236,60,2018-05-02
800696614,436 Blake Rapids,PA00121416,Mineral Wells,PA,505210,27,2019-02-16
800496146,1087 Grand View Bayou,PA00279921,Fountain,PA,535380,81,2022-01-25
800551002,317 Phelps Expressway,PA00035785,Midland,PA,538341,55,2018-12-21
800720858,American International Group,PA00968697,Vicksburg,PA,672467,95,2018-08-26
800654232,Mars Incorporated,PA00094876,Dumont,PA,606872,47,2015-01-01
800289525,481 Waterville Trail,PA00912827,Wichita,PA,618586,77,2015-05-09
800401039,562 Prescott Court,PA00594057,Vineland,PA,509686,87,2023-02-14
800854500,Netaid,PA00719630,Enid,PA,508056,87,2020-06-04
800222756,119 Terry A Francois Drive,PA00531020,Salem,PA,697277,72,2019-11-18
800252857,1042 Garden Bypass,PA00500141,Berkeley,PA,539012,81,2023-11-24
800738071,776 Mark Field,PA00130545,Springville,PA,523442,26,2023-08-25
800406787,312 Winn Cove,PA00189623,Laurel,PA,560913,53,2023-12-12
800222184,1045 Palou Run,PA00648030,Kalispell,PA,573593,47,2021-04-06
800578647,849 Pinehurst Avenue,PA00810909,Vincennes,PA,545756,74,2016-05-05
800980297,BearingPoint,PA00172711,Ridgewood,PA,691940,84,2015-06-15
800102370,Dream Home Improvements,PA00124449,Taylorsville,PA,629725,73,2015-01-17
800412724,326 Middlefield Viaduct,PA00608702,Cleveland,PA,693600,95,2015-08-11
800818426,1178 Iron Bridge,PA00414522,Addison,PA,519357,57,2016-04-29
800006535,Capital One,PA00023024,Marysville,PA,624380,68,2023-07-21
800110656,Hyland Software,PA00666699,Los Altos,PA,510928,62,2020-09-03
800289773,Ashland Inc.,PA00120135,Idaho Falls,PA,659998,37,2018-09-28
800148116,THQ,PA00206776,Apple Valley,PA,589530,88,2015-09-14
800856421,Ideal Garden Management,PA00247224,South Holland,PA,580819,47,2021-12-24
800062630,Prospa-Pal,PA00860917,Tarpon Springs,PA,626915,93,2019-01-17
800410985,452 Patten Square,PA00032683,Savage,PA,531212,66,2022-05-31
800567466,First Rate Choice,PA00398345,West Bend,PA,611265,78,2019-02-17
800825018,66 Fernandez Park,PA00464832,Thomasville,PA,507785,86,2023-06-15
800603653,520 Conservatory Access Trace,PA00647941,Norfolk,PA,669091,31,2017-07-11
800663484,GTECH,PA00764330,Lake Havasu City,PA,687918,59,2016-12-31
800209407,Parts and Pieces,PA00780184,Palm Coast,PA,669873,48,2021-04-02
800898027,139 Brussels Drive,PA00046551,Ballwin,PA,653022,28,2021-11-11
800997944,Taco Tico,PA00094891,Tualatin,PA,628607,55,2023-10-08
800562126,1190 Orben Gardens,PA00610217,Mountain Brook,PA,513340,42,2021-06-09
800216423,H-E-B,PA00960251,St. Petersburg,PA,548037,34,2021-11-29
800654133,Northrop Grumman,PA00777299,Indio,PA,698839,55,2015-11-11
800231879,825 Channel Freeway,PA00903778,Natchez,PA,545416,96,2016-02-25
800276257,1183 Tomaso Lane,PA00541678,Farragut,PA,537234,37,2022-05-25
800163765,H. J. Heinz Company,PA00916109,Onalaska,PA,530917,33,2023-08-23
800216082,276 Ocean Creek,PA00039197,Port St. Lucie,PA,588347,42,2015-04-08
800003967,745 Ottawa Square,PA00345865,College Park,PA,554464,75,2019-03-11
800447607,Welch's,PA00419160,Eagle,PA,692579,57,2016-01-25
800553319,1029 Lysette Mews,PA00219740,Spokane Valley,PA,579745,63,2019-04-01
800930936,Maxiserve,PA00463359,Arvada,PA,593116,62,2017-07-29
800638531,289 Genebern Canyon,PA00364042,West Mifflin,PA,668703,40,2020-10-19
800003742,1115 Tompkins Place,PA00657925,Tiffin,PA,690859,29,2021-07-10
800525412,1092 San Rafael Point,PA00929815,Shelton,PA,511001,28,2018-11-29
800829610,452 Thor Run,PA00936358,Germantown,PA,684544,100,2022-02-23
800318575,1251 Flint Hill,PA00339809,New Berlin,PA,528615,30,2018-02-27
800745476,62 Thornton Trace,PA00898991,St. Cloud,PA,664653,30,2018-05-09
800912413,335 Mesa Field,PA00978603,Galt,PA,553525,74,2020-04-17
800002125,Eastman Chemical Company,PA00835432,Dumont,PA,619204,94,2020-02-21
800535487,Macroserve,PA00582975,Westlake,PA,662422,46,2019-03-16
800242282,XPAC,PA00948875,Andover,PA,537813,93,2023-08-12
800833579,Matrix Interior Design,PA00714227,Pittsburg,PA,577844,92,2015-02-15
800866946,247 Stockton Turnpike,PA00048001,Universal City,PA,525444,75,2023-05-10
